报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),23150,20233,22528,13312,31301,30374,23999,20198,22179,35966,3862,6699,7554,12335,12531,11458,8463,3988,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1137,516,815,385,672,496,1071,1021,952,434,357,132,1006,956,710,849,58,396,
应收账款(万元),24441,25001,21342,22296,20000,21453,22296,20850,19350,20043,19267,19694,16650,13044,15892,12606,10816,8285,
预付款项(万元),327,140,183,233,136,76,1138,1060,1107,853,810,731,409,2581,246,254,110,102,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),164,214,170,113,--,33,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),668,1432,853,649,911,927,632,547,651,397,784,872,850,1062,838,763,451,1230,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),13965,11618,11056,12752,12276,9553,9436,10021,9202,9093,8540,8707,6295,7307,7007,6311,6669,4195,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),19902,21852,18614,22951,9574,8688,11000,13900,15000,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),83753,81006,75561,72690,74870,71601,69573,67597,68440,66787,33619,36835,32764,37285,37225,32241,26567,18196,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),600,600,--,--,--,--,980,980,980,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),1345,1350,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2252,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),3819,3873,3927,3982,4036,4106,3362,3407,334,340,353,366,392,418,431,444,470,491,
固定资产原值(万元),--,28263,--,26886,--,26553,--,26696,--,29298,28399,27481,8320,8032,7858,7523,6272,5855,
累计折旧(万元),--,8967,--,8156,--,7293,--,7213,--,6787,5930,5106,3941,3255,2960,2610,2053,1681,
固定资产净值(万元),--,19296,--,18730,--,19260,--,19483,--,22511,22469,22375,4379,4777,4898,4913,4219,4174,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),18900,19296,18965,18730,18986,19260,19679,19483,22259,22511,22469,22375,4379,4777,4898,4913,4219,4174,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,--,12575,3310,1242,517,597,221,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),5794,5853,5563,5613,5631,5687,5743,5695,5728,5778,5810,5904,6069,2590,2619,2623,250,244,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),73,47,23,27,32,8,12,16,20,24,32,40,--,3,12,37,102,147,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1339,1200,851,1208,1181,1192,819,808,795,799,784,796,380,308,297,222,102,115,
其他非流动资产(万元),1399,1454,2350,2447,2281,1656,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),33269,33674,31678,32008,32148,31910,30595,30389,30116,29453,29448,29482,23795,11406,9499,8755,5739,7643,
资产总计(万元),117022,114680,107240,104699,107018,103510,100168,97987,98556,96240,63067,66318,56559,48690,46724,40996,32305,25839,
短期借款(万元),8243,7001,5445,4042,4042,2046,--,--,--,--,2596,3594,4228,--,--,--,1000,2000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,52,
应付账款(万元),19500,19501,15925,16099,14943,13800,14414,14624,14378,13675,11820,14079,9897,10185,11415,9640,9236,9063,
预收账款(万元),437,241,329,484,554,217,277,194,420,291,185,96,426,399,478,549,450,261,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1650,2757,1381,1399,1417,2238,1275,1252,1286,2102,987,1640,1366,1310,1208,999,980,729,
应交税费(万元),788,426,1133,732,1111,1978,588,806,1609,121,101,875,273,398,656,455,368,402,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
