报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),152095,158571,179987,203340,134621,126088,138443,212239,215743,74439,72063,63325,47113,33773,38942,63926,32626,38249,67369,59804,63844,52296,53486,60651,47138,55546,34330,53952,28124,44922,34713,43372,41911,50370,58814,60280,45802,36929,33081,43758,36481,31412,57720,17764,15884,17258,32015,23769,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),83466,110558,168722,180924,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),400,110,305,515,670,--,--,70,40,--,--,--,--,--,--,20,20,20,--,0,--,230,230,130,479,210,--,200,--,950,1370,--,--,0,37,62,--,0,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),105529,94066,80225,104500,81097,65958,43134,49969,27382,32161,28182,35128,52059,46264,32118,44364,28703,29083,28030,43525,33694,33810,31475,40182,34881,43888,41730,47808,48138,46737,48717,58649,45597,43818,41864,51582,58444,44022,42079,50832,39322,35948,31056,37943,29291,29922,27264,43450,
预付款项(万元),4660,4986,5407,3439,3109,13558,5439,4134,3473,4808,6365,3212,7586,9206,6727,2935,8398,10426,7152,1547,4418,3633,2711,2003,1865,3426,3432,6611,5950,4188,3335,1953,32923,32956,21164,2424,772,888,894,2581,3232,3229,2326,2565,3508,840,1115,709,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),37,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
