报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),91719,120879,61081,95723,103873,7018,7553,6926,12280,11576,8485,11231,11295,13483,15348,13641,15131,14211,17636,21059,21135,20514,25066,24264,24114,24993,31973,3733,4547,3699,2835,403,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),2354,2525,8900,8808,10300,2229,2446,2534,2627,1799,1848,1746,936,919,1526,2585,532,760,3063,3972,3020,4420,3144,2907,2204,2548,1579,1621,1729,1831,1198,870,
应收账款(万元),104352,110540,87097,101257,89881,5687,3783,5588,5329,7434,7400,7536,6105,5644,4901,6243,5980,5145,5567,3232,3665,3313,4706,4356,6782,6145,5360,3332,2895,2476,1692,1593,
预付款项(万元),11252,8947,4916,7364,24900,1099,1126,1110,725,116,118,63,85,97,86,66,218,156,70,35,1261,463,483,51,714,669,78,500,410,1246,113,88,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应收利息(万元),--,--,134,--,18,27,46,29,33,--,8,7,38,105,132,173,123,179,215,168,103,132,373,391,0,0,--,--,--,--,--,--,
