报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),1279896,1056106,1044125,999693,995511,962018,982741,1002384,1092856,1155441,1184829,959864,1046889,1201363,1246491,1174701,1372125,1288135,1308232,1261648,1258634,1317253,1311528,1261316,1350383,1264794,1263860,1147145,1248751,1218789,1162701,995329,1076370,983980,968690,802237,877950,741095,747214,710732,746174,710274,607419,546438,602164,538387,485127,332653,365574,276636,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),203,189,202,199,241,253,225,223,216,252,233,202,226,269,232,247,219,222,0,--,--,14002,49594,--,50000,--,18000,--,7,--,21018,22,47,20420,715,140,403,197,75,0,10,2780,10,10,3118,11135,10395,25289,26473,6298,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,0,
应收票据(万元),--,--,--,--,--,--,45,--,50,45,85,--,60,60,19,--,--,--,60,--,41,41,--,--,--,80,295,375,733,744,782,--,--,--,1508,0,2017,0,--,0,7,5,--,--,--,--,208,343,443,443,
应收账款(万元),49042,75302,41607,37135,36408,55964,36529,28822,31880,39534,33130,24152,22050,35105,20136,17197,24369,38844,21553,19653,26640,24160,27286,36573,41994,23436,41931,28593,27984,17986,29060,14960,12245,12755,19611,16613,13401,8033,7721,6621,6545,5137,10496,10989,8346,8265,8234,9453,9659,6043,
预付款项(万元),53002,49554,58389,50347,56953,50391,58941,54266,58892,54724,50820,47275,55746,56799,58045,47693,54513,58007,55308,59219,55063,52226,56670,48428,50438,57042,81814,53719,56376,57810,44276,32511,38649,34501,28590,28663,28145,27740,27471,30186,32922,36304,35260,32938,39570,41377,45397,35799,39140,32623,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,0,
