报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),7995,5857,5152,5821,2543,2298,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),59,--,95,--,--,65,
应收账款(万元),881,777,926,420,485,778,
预付款项(万元),446,313,356,201,114,237,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),98,77,55,20,57,75,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),4998,4954,4259,4254,4143,4428,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),880,2377,3905,3480,5265,3836,
流动资产合计(万元),15357,14355,14748,14196,12608,11716,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,9843,9797,9459,4554,--,
累计折旧(万元),--,2413,2178,1721,1488,--,
固定资产净值(万元),--,7429,7619,7738,3066,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),7597,7429,7619,7738,3066,3322,
在建工程(万元),3632,3463,3115,2956,2741,10,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),1853,1913,1941,1997,2053,2109,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),88,91,96,106,64,3,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),153,154,158,154,85,57,
其他非流动资产(万元),470,482,350,452,490,587,
非流动资产合计(万元),13793,13533,13280,13403,8499,6089,
资产总计(万元),29150,27888,28028,27599,21107,17805,
短期借款(万元),--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,
应付账款(万元),716,598,613,596,431,327,
预收账款(万元),1785,1675,1082,1412,1232,1012,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),361,347,402,343,290,277,
应交税费(万元),298,450,672,468,526,519,
应付利息(万元),--,--,--,--,--,--,
应付股利(万元),--,--,--,540,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),419,137,496,1702,7,26,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),299,299,435,315,180,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),3878,3506,3700,5378,2666,2161,
长期借款(万元),1456,1523,1789,2423,720,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),1456,1523,1789,2423,720,0,
负债合计(万元),5334,5029,5489,7801,3386,2161,
实收资本(或股本)(万元),5400,5400,5400,5400,5400,5400,
资本公积(万元),3403,3403,3403,3403,3403,3403,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),1799,1799,1799,1359,1011,721,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),13214,12257,11937,9668,7914,6137,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),23816,22859,22539,19851,17742,15664,
少数股东权益(万元),--,--,--,-53,-21,-20,
所有者权益(或股东权益)合计(万元),23816,22859,22539,19798,17721,15644,
负债和所有者权益(或股东权益)总计(万元),29150,27888,28028,27599,21107,17805,		
  
