报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),61586,49853,47634,62910,52807,47357,26457,60738,33830,61476,61457,88952,34837,28722,16512,26117,23282,19947,23585,21847,24288,22495,24496,24724,26607,27191,24827,24953,30243,39922,3359,7279,7889,5844,440,425,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,13500,13500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,
应收票据(万元),9726,24600,34139,27155,40014,31628,18543,19201,21933,24421,21115,10282,16025,6382,7983,7874,20402,20161,14466,17931,12252,6077,8271,6801,7535,5244,11267,11833,7346,2478,1917,3086,2986,871,1025,482,
应收账款(万元),62159,72410,87192,68858,66172,63469,63345,67520,53817,61288,45689,46342,37137,40188,33971,40146,35493,21732,19001,12463,19034,20611,15721,17751,17576,16647,15690,14030,14730,15941,17420,9790,9366,5771,3589,2368,
预付款项(万元),3123,3048,2858,2254,3567,1085,2121,1080,1277,1008,1105,2688,2948,741,1638,1092,2016,1356,2394,1972,2890,2006,2018,1008,2785,2272,2207,1960,4404,5507,4530,2867,1371,885,0,--,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,
应收利息(万元),--,76,49,32,45,35,18,15,16,28,29,18,44,37,32,34,51,78,88,62,36,36,52,190,140,153,--,256,--,--,0,0,--,0,0,--,
应收股利(万元),--,--,--,466,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,
其他应收款(万元),32581,32959,37042,23811,34567,28468,25822,22945,28592,31702,25649,16513,12186,7783,8850,6125,7253,53,120,37,141,69,174,61,402,378,301,68,395,188,410,77,122,213,170,56,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,
存货(万元),494857,460147,410626,422533,354977,302062,257442,246639,208512,166503,140249,143040,118404,99617,96242,103618,90277,9798,11690,11091,10756,11650,12133,9762,8267,9627,10780,9453,7443,7496,8120,6262,3954,3665,2237,1370,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,
一年内到期的非流动资产(万元),4515,4515,4876,4876,1804,2352,2254,7925,7162,11033,9315,12226,19481,19655,18440,18702,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,
其他流动资产(万元),8862,11909,7820,5903,6895,1715,482,5541,17882,17154,13563,13500,689,299,521,514,7,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,
流动资产合计(万元),679147,661254,634285,622173,560848,478170,396486,431604,373021,374614,331670,347062,241751,203425,184189,204221,178780,73125,71343,65403,69397,62944,62865,60298,63311,61512,65071,62552,64560,71531,35756,29361,25688,17248,7461,4701,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,
可供出售金融资产(万元),6856,6856,6856,6856,15695,15695,14195,14195,14195,14120,14120,14120,9500,9500,4500,4500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,
长期应收款(万元),26439,31089,16811,22595,25808,28011,25272,24835,2308,1662,486,1111,1134,1160,2363,2363,21011,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,
长期股权投资(万元),28438,28483,31925,31490,30939,31000,31682,31796,29624,3374,3418,2694,--,--,--,--,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,3000,3000,3000,431,431,431,--,727,0,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,
投资性房地产(万元),4483,4616,4767,5584,5136,5378,3918,3978,4075,3598,3688,3779,3699,3794,3880,3974,4065,112,114,116,117,1103,121,123,124,126,128,130,131,133,135,137,138,130,0,--,
固定资产原值(万元),--,54731,--,52026,--,54702,--,46990,--,48836,--,48238,--,48068,--,44063,--,33378,--,31383,--,28978,--,27707,--,22975,--,20124,--,15009,0,13805,11905,8093,0,--,
累计折旧(万元),--,21461,--,19522,--,18912,--,15756,--,15151,--,14105,--,12761,--,11000,--,8459,--,7278,--,5929,--,4909,--,3855,--,3047,--,2430,0,1809,1539,1005,0,--,
固定资产净值(万元),--,33270,--,32504,--,35790,--,31234,--,33685,--,34133,--,35307,--,33063,--,24919,--,24105,--,23049,--,22798,--,19120,--,17077,--,12579,0,11996,10366,7088,0,--,
