报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),37262,23823,33907,27071,37678,23140,41365,29289,34042,36363,63222,38903,39218,30613,39082,34054,35637,40163,46552,37459,37903,41991,46636,41416,43673,47755,51203,47624,50279,55875,8533,3575,4914,4847,3547,1197,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
交易性金融资产(万元),404,478,730,768,816,3034,2838,912,934,918,1038,930,1160,2378,1280,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收票据(万元),162,179,70,47,116,122,426,212,61,214,360,57,60,6,28,53,--,40,115,2,339,124,255,491,374,179,182,9,9,40,240,10,0,20,60,0,
应收账款(万元),60163,52731,45108,42619,29193,26784,28536,30119,32675,30705,30001,33009,32375,29465,29705,28007,27683,22109,20425,20493,19858,14620,13420,14310,12829,12020,10882,10920,10898,7776,5666,6278,4960,4168,3239,1358,
预付款项(万元),4504,4356,3538,6216,4191,4535,3603,4186,3289,3055,1310,2748,2144,3081,2564,2842,1973,2138,1259,1043,1063,1705,1162,3431,4179,5712,4839,3720,3737,1215,794,422,501,633,326,444,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
应收利息(万元),--,--,--,23,10,0,22,37,25,693,455,715,421,142,132,99,237,245,260,637,504,556,534,541,434,783,576,542,322,--,0,0,0,0,0,0,
应收股利(万元),80,--,--,--,--,--,--,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
其他应收款(万元),4776,3777,3771,4958,3322,4019,3006,3735,2888,2378,2179,2646,2053,2180,1664,2100,1610,1508,884,1191,1087,1162,656,795,913,832,518,932,711,873,686,554,438,342,110,187,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
存货(万元),23123,23523,21287,21923,20174,20063,17540,18728,19620,19545,19900,24998,26083,24023,16869,17007,15148,15293,12379,16077,16157,13708,12003,10881,10084,9737,9233,11581,10650,8765,5959,4980,4950,4243,3043,2003,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
其他流动资产(万元),29308,44713,48225,45269,54916,64651,51486,46911,46416,42592,23226,35112,39254,79,210,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
流动资产合计(万元),159782,153581,156636,148896,150417,146347,148821,134168,139950,136463,141691,139119,142769,91968,91534,84163,82287,81498,81874,76902,76911,73865,74666,71864,72487,77019,77433,75329,76605,74545,21878,15819,15763,14252,10325,5189,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
可供出售金融资产(万元),1520,1500,1500,1500,1500,1500,1500,1500,500,500,500,500,500,500,500,500,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
长期股权投资(万元),20417,20602,20340,17895,12585,10573,10727,7479,5479,5179,5179,5279,239,179,179,--,500,500,500,500,150,150,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
投资性房地产(万元),1672,1695,1717,186,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
固定资产原值(万元),26756,--,26201,--,24684,--,24339,--,22875,--,22173,--,21418,--,20679,--,17433,--,8364,--,8719,--,6561,--,6037,--,5286,--,4441,--,4108,0,4062,3913,0,0,
累计折旧(万元),9454,--,8342,--,7413,--,6550,--,5649,--,4836,--,3864,--,3229,--,2345,--,1862,--,1737,--,1271,--,1005,--,731,--,578,--,447,0,326,210,0,0,
固定资产净值(万元),17302,--,17859,--,17270,--,17789,--,17226,--,17337,--,17554,--,17450,--,15088,--,6501,--,6983,--,5289,--,5032,--,4554,--,3862,--,3661,0,3737,3703,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
固定资产(万元),17302,17484,17859,18622,17270,17625,17789,17191,17226,17916,17337,17363,17554,17519,17450,16880,15088,13637,6501,6912,6983,5207,5289,5254,5032,4998,4554,3840,3862,3751,3661,3692,3737,3703,1414,1435,
在建工程(万元),4863,3862,2894,3044,1671,1322,1169,195,94,29,18,13,13,13,13,53,1590,1046,7691,5876,5192,6214,5236,5307,5310,155,314,273,71,18,0,0,0,0,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
无形资产(万元),16319,16859,17270,13933,14366,14932,13451,10629,10235,9587,9863,7922,6946,7129,6406,5538,5594,4593,3908,4223,4223,1987,2050,1145,1009,158,170,174,181,195,51,52,56,60,0,0,
开发支出(万元),5724,5166,4626,5556,4913,4437,3818,6298,6357,6795,6079,7670,7021,6490,6770,6822,5859,5884,5960,4609,3904,3436,3065,2557,1850,1816,1535,980,665,341,0,0,0,0,0,0,
商誉(万元),20200,20200,19936,18230,3524,3524,3524,3729,4807,4807,4602,4984,4734,4734,4337,4210,4210,4210,4210,3983,3032,761,761,761,761,761,--,--,--,--,0,0,0,0,0,0,
长期待摊费用(万元),615,601,641,228,255,272,268,209,196,162,200,148,180,191,191,130,140,43,243,270,296,63,68,73,78,57,61,65,68,--,0,0,0,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
递延所得税资产(万元),5644,5013,5163,5145,4711,4494,4157,3603,3535,3601,3477,3398,3399,3234,2673,2529,2372,2174,1629,1363,1037,854,710,612,510,454,343,407,373,313,224,199,191,183,109,24,
其他非流动资产(万元),1214,1291,848,1039,1313,724,536,1979,1979,1401,1401,644,644,644,644,524,524,1839,1840,3912,3881,2105,2246,0,--,--,--,--,--,--,0,0,0,0,0,0,
非流动资产合计(万元),95489,94273,92794,85376,62107,59403,56938,52811,50407,49977,48656,47921,41230,40632,39161,37185,35877,33927,32483,31648,28698,20777,19425,15709,14549,8400,6977,5739,5222,4618,3935,3942,3983,3946,1523,1459,
资产总计(万元),255272,247853,249431,234272,212524,205751,205759,186979,190358,186440,190347,187040,183999,132600,130696,121348,118163,115425,114357,108550,105608,94642,94091,87574,87036,85419,84410,81068,81827,79164,25814,19762,19746,18198,11848,6648,
短期借款(万元),13190,10507,14100,13807,12336,6700,6800,1000,4000,4100,7101,6100,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,1689,1166,893,500,500,500,0,0,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应付票据(万元),5616,4194,3222,3971,3674,3760,3462,2174,3703,3546,3009,3951,5455,4416,2726,3863,4180,2587,2649,4843,3795,2495,3584,2945,3305,2414,3201,3584,5140,3379,5627,2318,1842,2806,0,0,
应付账款(万元),12646,10798,11767,8788,9828,10147,8142,6823,6433,4582,4574,5150,6853,8390,7491,5733,6102,5719,4542,2456,4702,3126,3997,2679,3388,3007,3556,2809,3356,3340,3162,2622,3363,2467,4959,1742,
预收账款(万元),1969,2414,1885,5129,1578,2256,2789,3043,2328,2658,2889,2208,1903,2109,2123,1996,1025,1356,700,2146,1094,1713,985,1352,1248,1901,1450,1453,1046,934,392,222,398,840,356,994,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
应付职工薪酬(万元),2386,4677,6080,2420,1870,2927,4056,1419,1532,1829,2693,1118,1080,2219,3074,914,790,1526,1979,676,610,1056,1289,419,380,553,901,309,260,438,640,149,179,628,324,2,
应交税费(万元),3453,3343,5272,2155,1335,1608,2485,1815,1515,1097,1320,-91,1021,-196,1414,656,911,749,2040,701,782,975,1085,565,700,655,906,24,554,304,604,294,156,129,96,303,
应付利息(万元),16,9,18,--,--,1,2,0,0,1,1,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
