报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),56054,75650,63391,74894,65672,95969,61766,70731,59520,74171,59143,73553,60877,75930,37482,46606,62058,47176,--,52339,43964,48847,38500,47327,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),246,408,164,97,108,60,99,14,151,498,56,70,77,47,195,316,--,--,--,--,--,--,63,64,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),743,1215,585,501,296,333,153,1233,534,166,216,114,56,276,65,214,239,279,--,350,94,45,10,13,
应收账款(万元),77661,50850,62565,35194,66501,44916,57904,30360,61679,33987,41620,21334,43784,20355,30789,11077,25861,11888,--,6507,4904,4373,4929,5198,
预付款项(万元),41998,40525,34204,26622,29591,25728,22422,22938,23527,20702,20600,13818,21401,20391,26729,15054,20631,19037,--,17593,12832,9186,7065,8594,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),548,548,698,821,945,1191,1231,814,493,--,153,288,13,13,166,166,269,269,--,--,--,--,81,51,
其他应收款(万元),--,10862,11146,9103,6236,8623,8172,6360,7598,7605,2959,2487,3095,1755,2799,1449,2936,2129,--,995,582,602,1347,4036,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),135285,130655,129453,121800,119025,122156,133969,119557,106680,107197,90070,93733,82479,108654,124228,98816,81272,94921,--,109539,94947,72676,78335,52131,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),10641,10956,10087,10590,11108,10488,9309,10694,10112,9811,10134,9896,--,--,12000,12000,12000,--,--,--,--,--,--,--,
流动资产合计(万元),333696,321668,312292,279623,299480,309465,295024,262701,270294,254138,224952,215293,211781,227421,234455,185699,205267,175700,177712,187322,157323,135729,130331,117413,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),368,368,334,334,334,1181,1181,1173,1173,1173,1172,1172,1172,1172,1122,1122,1122,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),126674,112621,106126,102237,75392,55449,52567,49232,43056,41119,35946,33288,31856,28587,28834,28351,28716,29115,--,29075,26688,19198,6280,4499,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,231504,--,226124,--,216637,--,205352,--,179553,--,173088,--,160309,--,157502,--,--,--,122029,99890,--,--,--,
累计折旧(万元),--,78653,--,72016,--,68306,--,61457,--,57765,--,52182,--,45358,--,40613,--,--,--,32023,24925,--,--,--,
固定资产净值(万元),--,152850,--,154109,--,148332,--,143895,--,121788,--,120906,--,114951,--,116889,--,--,--,90005,74965,--,--,--,
固定资产减值准备(万元),--,339,--,339,--,339,--,339,--,339,--,339,--,339,--,339,--,--,--,339,339,--,--,--,
固定资产(万元),153487,152511,154261,153769,157480,147992,145783,143556,122765,121449,120509,120567,119096,114612,114168,116549,103847,93674,--,89666,74625,65697,52824,43124,
在建工程(万元),24051,18182,12415,12264,7311,16579,13317,14611,15608,16256,11670,11698,8110,11824,7757,7561,14703,24090,--,23881,27946,14714,9235,10327,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
