报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),99680,115044,130829,153721,132102,189573,104478,146947,107060,160105,160060,100170,83299,119133,69414,65180,76762,85425,108839,118413,122490,212772,74440,98742,149492,122794,161990,170743,90756,64693,86941,125508,92529,110558,62378,52652,71946,34265,32763,32793,36709,36073,31640,22593,14791,13949,12265,34401,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,1267,0,
衍生金融资产(万元),92,--,--,28,--,181,70,--,--,--,--,190,10,--,305,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),28757,78160,126888,175494,146429,155608,114483,56144,74539,63889,46050,50389,66047,84486,91555,88404,74447,81878,62119,52080,69416,39791,24935,43004,40099,32406,24672,46904,43733,66333,44152,44852,47363,42889,39595,31877,17630,14791,14114,29548,21918,23291,11667,9603,743,201,126,1730,
应收账款(万元),204670,227560,205381,182283,185143,184209,185724,149335,143424,141054,123947,107984,120386,131450,122979,123025,116675,123759,123327,107942,105342,122858,109799,98729,92786,119776,102496,85326,86050,84870,76811,64545,63337,68621,51379,45841,37053,44202,36306,28199,40686,52476,40885,32543,13024,11786,11064,31919,
预付款项(万元),12217,12481,12690,8987,10895,10149,6577,4886,9778,9393,10596,4568,12666,10912,14707,13292,24317,22895,23674,22793,51766,50357,51823,31275,35527,52166,57593,32910,47379,43699,50795,11924,50550,20926,7057,2585,3634,2132,3262,5216,4898,4735,10444,4861,969,940,945,8370,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
