报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),63699,60700,72574,62476,56142,42586,30219,31455,37326,37096,37182,84316,18193,17223,14846,12308,15081,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,50,456,122,--,
应收账款(万元),24772,17252,17172,18150,19865,16765,18232,20857,26148,18439,18432,19605,26106,18367,16581,18134,18306,
预付款项(万元),1757,1814,2223,1676,1266,1375,1514,2033,1658,1691,1849,1804,1060,1565,1324,947,1573,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1514,1870,1561,1679,1851,1907,2028,2224,2233,2327,2298,1888,1947,1960,1705,1834,4623,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),54032,54397,57043,54865,58317,65390,73669,67373,58667,60152,57384,53724,52320,58216,52652,56789,57472,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,10,--,--,--,--,--,--,--,--,
其他流动资产(万元),19665,17131,7,24,128,235,972,1782,218,2329,0,--,--,251,--,--,--,
流动资产合计(万元),165437,153164,150580,138870,137570,128258,126634,125724,126259,122034,117145,161335,99627,97633,87564,90134,97056,
