报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),4157,3958,30167,5819,780,1950,3688,1126,1538,787,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),510,30,259,3,--,--,94,15,--,--,
应收账款(万元),673,3980,3229,1558,2370,1878,1882,1866,262,327,
预付款项(万元),246,257,196,31,363,144,282,98,282,594,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),913,996,916,1008,729,1175,943,883,723,617,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),14604,15065,14231,12841,9455,9335,7084,7094,6715,4935,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),23753,19380,128,93,1,267,--,551,1160,635,
流动资产合计(万元),44856,43666,49125,21353,13698,14749,13973,11634,10680,7895,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,26802,--,26298,--,22797,--,16529,--,--,
累计折旧(万元),--,8223,--,7210,--,5767,--,4256,--,--,
固定资产净值(万元),--,18579,--,19087,--,17030,--,12273,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),17977,18579,18855,19087,19508,17030,13018,12273,12070,8942,
在建工程(万元),2854,2311,1445,346,122,2206,2099,799,60,935,
工程物资(万元),267,219,222,225,247,121,667,70,--,--,
固定资产清理(万元),1215,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1894,1839,631,641,510,513,521,529,533,546,
开发支出(万元),36,36,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,0,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),29,65,34,34,46,40,26,26,56,63,
其他非流动资产(万元),791,313,159,210,169,206,702,399,145,501,
非流动资产合计(万元),25064,23362,21345,20543,20602,20116,17032,14096,12863,10988,
资产总计(万元),69920,67028,70471,41896,34300,34864,31005,25730,23543,18882,
短期借款(万元),--,--,3000,2400,1400,2490,4800,6850,6750,5370,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),888,957,1685,1685,179,2030,--,400,--,100,
应付账款(万元),1072,2081,3166,2691,2094,2345,1466,2772,2117,2535,
