报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2005-12-31,2004-12-31,
货币资金(万元),286761,191715,217787,237788,263694,265522,146867,210463,239662,103629,30568,24555,26262,36380,43608,52269,68935,76854,54520,66440,70223,76884,76831,73435,85378,97233,103887,118256,19126,22394,21989,26791,26628,29794,30123,26310,26589,27558,23301,27337,29381,32029,3232,2160,3331,--,2813,5459,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,--,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,16,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,--,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,--,0,0,
应收票据(万元),49146,41140,28458,27014,57354,77385,60867,52402,45142,29712,23886,9291,11499,14781,3826,2986,5941,6464,2872,3117,4678,6454,4573,5633,6076,5944,5009,1665,3162,4138,1520,970,1650,3283,1023,931,1248,1798,1500,1600,716,123,100,889,360,--,469,145,
应收账款(万元),89854,109039,62930,55819,53268,63437,77144,78258,67244,75837,62900,70700,64566,51087,43842,40401,36672,38440,31240,32539,30480,30404,37834,31949,27653,26832,41733,12707,10424,8497,8894,8350,7066,4993,8629,8556,7340,6348,10157,7575,5815,6963,7280,7991,7955,--,8651,5839,
预付款项(万元),2879,2959,14183,5707,5035,3817,11220,9735,7351,7793,5190,4731,4269,3980,4547,4251,6001,3287,6301,5646,5962,4343,12072,9647,8122,6770,13046,6571,7541,8288,14531,8591,7906,7442,3871,1741,2465,2504,2057,1440,754,339,593,341,28,--,41,254,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,--,0,0,
应收利息(万元),227,22,8,876,412,119,161,488,178,--,35,32,110,181,115,100,109,102,23,25,--,108,462,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,--,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,--,0,0,
其他应收款(万元),4128,4286,3228,3023,3362,2527,2689,3232,2662,2267,4248,1844,2357,1764,2444,2446,1743,1957,1942,1875,1625,1397,1412,1233,1416,1365,956,341,1321,1390,1310,142,170,61,103,71,52,53,69,150,183,55,109,51,43,--,206,21,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,--,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,--,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,--,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,--,0,0,
