报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),26522,32417,27401,38042,39898,34267,44646,14625,25271,23807,33547,38628,9968,9485,10066,6918,8989,6709,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),7985,8254,2145,4713,2656,7589,3177,5395,6353,9485,4188,5203,2805,4544,6419,7012,939,2994,
应收账款(万元),19244,17123,22870,21558,24304,27041,23347,16278,17391,18635,23452,19699,22594,16697,16931,14014,11836,11913,
预付款项(万元),1938,587,311,788,511,440,755,938,514,340,358,2110,720,359,192,186,234,1113,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),16,77,265,379,91,1082,520,456,579,569,422,774,446,445,109,166,82,87,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),20043,19222,18240,17451,14388,15235,15863,16229,15771,16084,15966,16708,14379,13787,11694,10636,10460,10123,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),31230,31182,43061,28070,34149,32132,20486,8944,2226,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),106978,108862,114293,111000,115996,117787,108794,62865,68106,68920,77934,83122,50911,45317,45411,38931,32540,32938,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),8000,8000,5600,5600,3200,3200,--,--,--,--,--,--,--,--,--,87,87,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,87,--,--,87,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),1743,1130,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,54188,--,50154,--,44189,--,35362,--,25174,--,19024,18146,18007,16534,16570,--,--,
累计折旧(万元),--,10001,--,8264,--,7110,--,7320,--,6632,--,6026,5850,5529,4899,4339,--,--,
固定资产净值(万元),--,44187,--,41890,--,37080,--,28042,--,18542,--,12998,12296,12478,11635,12231,--,--,
固定资产减值准备(万元),--,208,--,178,--,178,--,552,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),43073,43979,43671,41712,38907,36902,26950,27490,28858,18542,14694,12998,12296,12478,11635,12231,12929,10484,
在建工程(万元),5809,5679,2594,5013,7490,8877,17047,14392,5628,9268,9780,5873,3097,1324,734,190,194,1501,
工程物资(万元),8,11,8,45,64,53,20,0,51,148,--,--,--,--,--,--,--,--,
固定资产清理(万元),48,42,41,33,34,70,4,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),5574,5610,5645,5680,5707,5667,5699,5731,5763,5795,4748,2831,2847,2864,2898,2932,2998,1731,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),357,358,433,365,425,441,435,433,349,316,347,315,262,262,240,217,137,126,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),64612,64808,57991,58449,55827,55211,50156,48045,40649,34069,29569,22016,18502,16929,15593,15656,16344,13929,
资产总计(万元),171591,173670,172284,169449,171823,172998,158950,110910,108755,102989,107503,105138,69413,62246,61005,54587,48883,46867,
短期借款(万元),57,538,1259,1331,2691,1602,465,404,1069,496,2758,603,6985,7700,7569,4900,6000,11300,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),4900,6740,5084,3914,6962,9232,7833,6243,5650,2800,10100,13570,9267,5700,11400,9600,9930,6354,
应付账款(万元),2161,3030,5095,6582,4794,9508,6532,8047,6519,8002,6952,7670,7550,6270,3806,6025,4627,3168,
预收账款(万元),345,231,242,202,224,60,103,73,18,73,115,31,65,28,146,132,89,135,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),80,430,80,80,79,371,79,79,79,370,79,79,85,303,86,240,110,55,
应交税费(万元),178,148,303,387,474,758,202,158,113,1214,1369,1303,525,29,504,617,284,177,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,21,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),13,15,2,2,0,--,--,--,--,--,100,100,100,100,100,100,112,148,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,35,--,--,139,
流动负债合计(万元),7735,11133,12066,12498,15225,21531,15215,15005,13448,12956,21473,23357,24598,20129,23645,21614,21152,21476,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2207,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),413,427,441,145,151,99,105,110,116,28,198,30,32,33,--,38,43,--,
