报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),22828,33596,13596,10949,5821,4460,882,787,327,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,53,73,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,22,--,80,--,20,4,--,
应收账款(万元),4395,4652,4226,6809,10990,3896,4901,441,1407,
预付款项(万元),443,115,201,88,70,215,158,63,61,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),52,24,22,22,69,219,216,371,133,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),12102,8911,7086,6007,4518,4773,4777,3161,766,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,
其他流动资产(万元),6084,194,94,--,--,19,--,92,54,
流动资产合计(万元),45903,47492,25299,23947,21547,13582,10955,4920,2748,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,20037,--,17286,14276,--,--,--,--,
累计折旧(万元),--,5281,--,4462,3055,--,--,--,--,
固定资产净值(万元),--,14756,--,12824,11221,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),14471,14756,13876,12824,11221,8207,7838,8089,5524,
在建工程(万元),4038,3326,3263,3794,3231,3727,3276,937,706,
工程物资(万元),360,236,425,105,146,43,24,161,201,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),3704,3731,3757,3784,3890,3807,3830,3755,3058,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),147,149,133,153,154,77,88,17,19,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),22721,22197,21454,20659,18642,15861,15056,12958,9509,
资产总计(万元),68624,69690,46753,44606,40189,29443,26011,17878,12257,
短期借款(万元),--,2500,6545,2740,4988,6102,4852,2650,1350,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),23,8,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),4831,4189,3989,3985,3426,1648,740,670,288,
应付账款(万元),8100,7998,6797,8646,10583,6473,8485,5631,4723,
预收账款(万元),157,122,45,40,80,7,4,20,37,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),637,641,416,791,684,285,495,240,106,
应交税费(万元),16,21,170,320,836,246,703,117,18,
应付利息(万元),--,4,14,11,13,28,16,13,22,
应付股利(万元),--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),3,45,2,2,2,8,3,845,1077,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,1500,2000,--,757,2712,1683,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,
流动负债合计(万元),13768,15526,19478,18534,20611,15553,18011,11870,7621,
长期借款(万元),--,--,1320,1320,500,--,--,2717,3600,
应付债券(万元),--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,
长期递延收益(万元),499,513,413,411,270,174,179,--,--,
递延所得税负债(万元),--,--,8,11,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),499,513,1741,1742,770,174,179,2717,3600,
负债合计(万元),14268,16039,21220,20276,21381,15727,18190,14587,11221,
实收资本(或股本)(万元),16000,16000,12000,12000,9000,5000,4650,1500,800,
资本公积(万元),22865,22865,3,3,2163,6163,1613,--,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),1340,1340,1340,1340,765,157,157,179,24,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),14152,13446,12191,10988,6880,2396,1401,1612,212,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),54356,53650,25534,24330,18807,13716,7821,3291,1036,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,
