报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),14380160,10854905,11230983,10084687,14120619,11074860,11118567,10990841,12870199,11728463,11563606,11100243,12193401,10519739,9803345,9056264,9808779,9658034,9358535,9484993,9343384,9172379,9616157,9057601,9227414,8673006,8025768,7977446,8305764,6353240,7072443,6283521,6520659,6723701,6444010,6735105,6495225,6308958,6180165,5836041,5747006,4912071,5364253,5691537,2748829,2176911,1717092,1396958,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,0,0,
交易性金融资产(万元),334446,368651,274859,255540,48971,25183,23348,25478,32338,21799,19782,18537,21844,22690,13160,11813,11020,9176,27018,10333,12316,12660,12635,13096,11503,6115,4875,4779,4692,4733,6570,7229,7549,7931,6766,9556,9734,4471,4970,3953,3285,3617,4305,10654,12513,6523,9898,32566,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,0,0,
应收票据(万元),--,466204,--,522936,702493,317507,260588,312192,435058,206690,202838,217291,249364,204570,211676,275952,289751,199373,222222,315664,346640,276850,247222,285771,230057,172920,123413,186256,201462,116549,41059,42622,48345,30745,27034,24769,20640,22816,17778,18590,13179,17712,11280,13640,16211,15007,5945,9768,
应收账款(万元),--,15342654,--,14710507,14650389,14406176,13980693,12818870,13342761,13398631,13115852,12320993,12802844,11737750,11340463,10326737,11541424,9242472,8945885,8159504,8779772,7098544,6740410,6821554,7171164,5743055,5687526,5467720,6291883,5857825,5425912,5647378,5604798,5020833,4368755,4063353,9671064,3703495,3158206,3022158,6895921,2799961,2858978,2776305,6603121,5033430,1612964,1336073,
预付款项(万元),1859195,2466985,2234686,2313323,1878400,2677735,2431523,2429867,1995561,2407668,2366217,2719526,2319440,3134982,3003452,3336076,2762028,3544376,3574296,3578046,3252942,4295452,3924292,4084785,3356070,3996255,3508665,3120281,2607565,2978692,3255261,3404726,2813273,2347859,2980120,2833032,2362777,2564282,2602970,2468662,2125867,2411933,2144430,1724256,1339291,1085073,791331,662470,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,0,0,
应收利息(万元),--,25128,--,27079,20255,17532,18476,17860,23939,18299,34960,25881,27459,36199,38464,36653,30684,29384,23821,30216,21320,15178,13719,9649,8125,7821,8008,7640,6037,5,246,242,20,1771,807,5433,5286,3265,3541,12216,15549,7662,3097,1616,1717,1016,597,97,
应收股利(万元),--,5600,--,3724,3726,2155,2045,5541,5544,11812,11812,11742,11790,2321,2321,2321,2321,1608,1081,595,595,257,529,1251,1251,1875,4926,6282,4684,4684,4684,4891,--,3,3,85,65,82,82,82,91,84,84,84,84,165,36,96,
