报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),5925,11755,14286,41384,9514,9087,10549,9350,5045,10232,9699,7433,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),654,558,1185,28,2083,406,178,178,387,137,--,--,
应收账款(万元),33968,32353,31207,32942,37618,37075,24992,21677,18996,17192,11258,8917,
预付款项(万元),367,249,191,240,662,579,693,440,350,232,167,199,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),154,161,139,--,--,--,--,--,--,12,31,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1820,1954,1636,1211,1274,1506,1391,1241,829,598,418,532,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),22509,24701,22545,22824,26600,28950,30460,18312,19274,9298,10166,8787,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),304,394,394,394,285,285,380,--,--,--,--,--,
其他流动资产(万元),27019,21570,25031,9,6,6,27,50,870,111,252,1300,
流动资产合计(万元),92720,93695,96614,99033,78041,77894,68671,51247,45751,37812,31991,27168,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,416,416,416,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,4577,--,3509,--,3498,3419,3328,3070,2895,--,--,
累计折旧(万元),--,2580,--,2422,--,2255,2051,1713,1454,1205,--,--,
