报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),10978,16678,22196,16033,14358,30149,27496,23301,16692,17921,14850,6987,27325,8493,12478,19271,15338,10679,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3120,4047,2954,1304,659,546,242,160,250,133,133,68,--,1105,1030,185,155,726,
应收账款(万元),67956,53949,59326,64183,60538,53475,64079,65220,59610,60092,67466,64648,59558,44503,56641,34585,29648,20170,
预付款项(万元),2014,1722,1378,1859,1397,1654,2170,2322,3817,1135,3551,814,1411,2121,1405,3849,6598,1900,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,54,54,--,--,--,--,--,--,--,
其他应收款(万元),1094,267,767,1425,1134,4104,1558,981,4296,5137,1666,730,230,832,744,2811,149,418,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),20653,20461,19680,31205,26334,17465,16456,20485,17917,12020,9640,15724,14852,13546,19462,26732,7586,6392,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1609,1193,1207,1020,1143,811,811,--,--,477,30,319,169,--,--,129,--,--,
流动资产合计(万元),111606,98318,107509,117029,105565,108203,114584,112469,102582,96970,97389,89290,103544,70599,91760,87563,59474,40286,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,3000,3000,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),439,456,3456,3484,3490,3457,3461,542,1257,885,900,665,517,627,416,350,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),65758,--,66466,--,63848,--,60725,--,60645,--,56824,--,54964,--,61243,58264,--,--,
累计折旧(万元),31622,--,29160,--,27194,--,24576,--,24513,--,21567,--,19013,--,18166,15801,--,--,
固定资产净值(万元),34136,--,37306,--,36654,--,36149,--,36132,--,35257,--,35951,--,43078,42463,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),34136,35891,37306,36920,36654,34376,36149,44082,36132,34334,35257,36107,35951,41139,43078,42463,23084,13140,
在建工程(万元),3799,2983,2733,2747,4215,5421,4748,3005,4939,4869,4743,4485,5242,933,164,802,6498,4668,
工程物资(万元),--,--,--,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),9529,9652,9766,8946,9031,8827,8913,8211,8274,8343,8397,6302,6214,6245,4983,5054,2303,1101,
