报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),51863,10035,13673,12727,13049,17605,15245,14710,20514,19970,25342,40392,26089,21414,17086,12099,10802,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),475,1945,2328,285,461,414,1624,1095,747,976,226,410,348,1220,704,365,706,
应收账款(万元),27866,28093,23578,15841,16171,22800,23859,22808,24551,20595,21850,21479,25805,21473,11862,11332,8018,
预付款项(万元),5406,3094,2643,3768,4077,2088,1086,1649,1840,1191,86732,2616,2276,1335,815,969,727,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),933,768,790,1005,737,789,979,907,926,738,704,519,504,359,328,199,176,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),7312,7387,8478,7385,7201,6909,7377,3660,4060,4046,4390,3488,3489,2809,2558,2690,2672,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),146,301,196,351,312,292,43,109,8,1104,620,602,200,200,--,--,--,
流动资产合计(万元),94002,51624,51685,41361,42008,50896,50214,44938,52645,48620,139863,69507,58711,48810,33353,27655,23102,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,11227,--,9994,--,9401,--,9102,--,7468,--,5906,--,5599,4744,--,--,
累计折旧(万元),--,4241,--,3751,--,3256,--,2891,--,2529,--,2062,--,1758,1171,--,--,
固定资产净值(万元),--,6986,--,6243,--,6144,--,6211,--,4939,--,3844,--,3840,3572,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),6782,6986,6463,6243,6310,6144,6019,6211,4725,4939,3770,3844,3776,3840,3572,2275,1882,
在建工程(万元),74835,69268,57500,52782,35248,32361,21904,15996,8643,2345,1154,932,902,707,15,--,69,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),84068,84668,84635,85217,85799,86306,86830,87382,87951,88525,5797,5831,5890,5946,1837,1830,1816,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),385,385,385,385,385,385,385,385,385,385,284,--,--,--,--,--,--,
