报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),8187,11584,9880,4509,8491,32421,20079,46190,30561,31094,24586,49378,13137,11354,20641,35228,24256,29171,30047,33603,47214,133434,59458,151866,14123,18433,14133,16661,12071,15045,13327,11164,10855,10294,11590,16709,26089,26780,21226,19207,8402,8853,10877,20140,20886,17589,13101,17873,10141,8559,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,3300,9000,--,--,--,--,--,--,--,--,--,7572,6820,84,9602,2474,200,397,729,1355,414,689,1482,921,325,65,225,620,693,65,51,205,436,94,231,454,795,317,714,1804,752,197,280,193,202,21,165,
应收账款(万元),2249,3864,348095,395599,436025,447114,867015,759410,589959,699112,540807,442754,426832,273248,143023,68503,167326,97999,115912,121705,110181,10879,150191,37766,20359,14207,17083,23180,23212,14966,21697,25136,24524,16537,23124,28461,22782,23138,30254,24546,12334,12349,17596,17342,6516,7401,8230,9276,7827,5459,
预付款项(万元),1795,2384,2041,1928,2562,6490,7980,16421,67102,130493,184027,41237,8902,941,3401,26553,15196,12550,14104,13418,14732,36265,4948,5872,5559,5137,7525,10094,12865,13741,19001,18152,17306,15529,14022,12656,6241,5900,3249,3641,4281,4358,7057,4710,7416,3642,2801,1134,1648,1846,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,
