报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),89562,64461,74619,121419,78649,86463,96833,56024,29080,36028,37164,24178,17146,18921,18195,16725,17444,12810,16632,19287,21650,21564,24038,28184,48468,51621,54415,55969,55923,54332,55486,55103,5903,5377,4045,358,280,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收票据(万元),3373,1605,487,10014,12508,1142,774,951,1418,938,1147,1512,895,708,1175,2977,1764,1850,969,1432,1140,1595,1643,1290,1688,2098,2353,2272,1497,1254,1960,1294,1174,709,696,309,141,
应收账款(万元),219028,163259,153678,130567,143909,111139,99607,112374,94545,59071,45821,47655,47996,30324,26730,23421,24886,26831,23229,15531,9721,10542,9492,14834,9302,3942,4546,4485,4707,4287,2550,3109,3044,2968,1981,1258,241,
预付款项(万元),4295,2503,1289,2859,2962,4627,3941,3980,16102,1921,1834,2443,4939,7194,4647,3096,1198,1395,658,687,1549,1932,2363,1576,1085,1299,4813,2255,690,327,411,124,229,195,247,255,159,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收利息(万元),--,1,94,28,34,32,90,34,39,37,34,32,38,36,32,31,28,27,97,48,87,55,160,245,606,364,203,207,437,--,--,--,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应收款(万元),6901,7442,7877,7626,3531,4372,2936,4977,4620,1977,1731,1089,2405,1525,1502,2337,1321,1213,842,1181,672,1311,856,861,938,1171,1149,833,420,417,194,94,128,125,103,65,596,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
存货(万元),52444,36692,33688,34311,24631,29114,19743,21435,18818,13046,12738,11955,14034,10674,10015,9662,6768,4976,4346,4957,4371,3355,3820,3195,2661,1080,1144,1207,1306,1085,918,1136,1088,993,1191,913,357,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动资产(万元),9998,26597,35651,58906,59161,15255,7753,5110,1897,4489,4685,4129,7258,3712,3574,568,224,63,613,437,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
流动资产合计(万元),385600,302561,307382,365730,325385,252145,231676,204885,166519,117508,105154,92994,94711,73095,65869,58817,53634,49164,47386,43560,39190,40354,42371,50185,64747,61576,68624,67228,64979,61702,61519,60859,11567,10367,8264,3158,1774,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
可供出售金融资产(万元),4670,4670,4670,4670,4670,4670,3950,3950,4550,2000,1000,1000,--,1781,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期股权投资(万元),11469,11286,11007,11007,--,--,--,--,2055,2190,3317,3416,4597,9315,9174,9032,8733,--,--,--,--,--,--,--,1393,--,--,--,--,--,--,--,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产原值(万元),--,89088,--,79847,--,70215,--,63703,--,58008,--,56051,--,51637,--,49029,--,46552,--,46117,--,43449,--,40694,--,9998,--,4176,--,3620,--,3386,0,3308,3132,1741,857,
累计折旧(万元),--,35557,--,31688,--,28928,--,26376,--,24372,--,22308,--,22926,--,21406,--,20089,--,18598,--,17142,--,16287,--,1875,--,1558,--,1294,--,1048,0,813,583,255,86,
固定资产净值(万元),--,53531,--,48159,--,41287,--,37328,--,33636,--,33744,--,28711,--,27623,--,26463,--,27519,--,26307,--,24407,--,8123,--,2618,--,2326,--,2339,0,2494,2548,1486,771,
固定资产减值准备(万元),--,--,--,--,--,405,--,405,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产(万元),58163,53531,50158,48159,44655,40882,38559,36923,34194,33636,33812,33744,32049,28711,27636,27623,26657,26463,26978,27519,27930,26307,24147,24407,8530,8123,2689,2618,2556,2326,2259,2339,2431,2494,2548,1486,771,
在建工程(万元),56150,38692,31359,16036,12593,8519,4772,3229,2441,3830,2360,1600,1047,692,1054,939,909,542,319,161,359,382,242,827,741,658,348,70,3,34,11,1,0,0,0,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产清理(万元),--,19,1,--,1,39,8,2,--,--,--,--,153,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
无形资产(万元),83026,83113,83175,25884,5236,5374,5568,5727,5726,5884,6037,5247,5298,5200,5339,5424,5518,5660,5711,5832,4606,4630,4659,4670,619,587,569,585,602,599,585,599,604,608,621,0,4,
开发支出(万元),549,--,--,--,--,--,--,--,--,--,--,--,83,83,83,83,53,53,53,53,53,53,53,23,23,23,--,--,--,--,--,--,0,0,0,0,0,
商誉(万元),54547,54547,54547,54547,54552,54552,54540,54540,54281,54281,54281,54281,51604,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1055,--,--,--,--,--,--,--,0,0,0,0,0,
长期待摊费用(万元),3247,3407,3303,3505,3209,3132,2998,3120,2073,2166,2064,2168,1884,1496,1509,1605,1622,1674,1611,1519,1005,1011,1029,239,261,279,238,253,268,272,285,103,367,257,110,37,22,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税资产(万元),1198,874,874,1349,475,396,452,464,194,192,205,254,82,52,53,52,49,53,64,64,46,46,37,37,24,19,16,19,12,12,4,4,3,3,5,2,6,
其他非流动资产(万元),10348,5320,4169,2435,28269,12600,5135,3482,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
非流动资产合计(万元),283368,255458,243262,167591,153662,130164,115982,111436,105513,104179,103075,101710,96796,48400,45919,45828,44611,35515,35806,36217,35068,33499,31238,31274,12645,9690,3860,3545,3441,3242,3144,3045,3406,3362,3284,1525,803,
资产总计(万元),668968,558019,550644,533321,479047,382309,347657,316320,272031,221687,208229,194704,191507,121495,111788,104645,98245,84679,83192,79777,74258,73853,73609,81459,77392,71266,72483,70773,68420,64943,64663,63905,14973,13729,11548,4683,2577,
短期借款(万元),104881,122087,142431,149484,109690,56073,50500,45729,27166,23794,22729,26204,27807,25538,22243,16410,12933,3532,3547,3780,2088,3169,6075,6222,2968,3427,3410,1372,475,--,--,--,1155,1529,1000,0,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付票据(万元),--,--,--,2452,2452,--,0,2000,--,49,71,453,676,766,740,2340,1600,4987,4987,--,--,435,--,--,--,--,--,--,--,--,--,--,2,2,46,0,0,
应付账款(万元),--,64618,52427,47883,57113,45861,35499,40944,50572,26471,19623,19873,25186,16041,13443,13932,14009,8785,9248,11326,7242,4223,3527,9468,6979,1004,803,974,1158,718,571,1124,1313,1053,1575,1091,641,
预收账款(万元),384,663,439,108,658,156,807,125,266,284,245,237,657,400,166,68,33,33,--,16,--,--,--,47,--,--,--,96,13,105,14,93,16,68,83,124,355,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付职工薪酬(万元),9919,5279,4271,8297,5382,3621,3103,5262,3775,2776,2597,3017,2593,1723,1606,1630,1491,1125,719,1051,809,475,441,548,284,222,221,333,240,176,147,266,194,165,204,159,90,
应交税费(万元),10815,4962,13688,8200,8103,5451,3533,3451,5239,1985,2669,3271,2304,938,685,463,236,743,557,341,-306,-140,-898,-1185,-740,-621,-496,293,530,379,291,182,267,213,258,40,24,
应付利息(万元),--,123,383,195,158,190,143,85,102,50,65,77,66,39,40,46,--,5,4,7,8,22,45,14,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付股利(万元),--,100,100,100,100,--,--,0,--,--,17,17,28,28,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应付款(万元),20654,26490,26143,26669,25364,27232,24148,1356,588,1963,1957,2121,3661,2602,2552,2465,987,652,22,512,357,2262,314,249,40,23,9,14,11,56,55,94,14,52,25,304,340,
