报告日期,2017-09-30,2017-06-30,2016-12-31,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),3901,3101,6034,4651,6961,6328,4066,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),1424,551,1797,3259,3747,3188,2291,
应收账款(万元),7425,7436,6919,7456,3750,4056,3174,
预付款项(万元),305,364,120,294,307,108,442,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),376,395,296,29,2,976,1225,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),6381,5837,5097,6533,8507,7361,5740,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,1,--,1,4,--,
其他流动资产(万元),8,19,13,255,4518,68,143,
流动资产合计(万元),19819,17703,20276,22478,27793,22089,17081,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),1700,1700,1700,1700,1700,1700,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,453,1068,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),--,38554,33580,--,30396,28443,--,
累计折旧(万元),--,14270,13939,--,11669,10022,--,
固定资产净值(万元),--,24284,19642,--,18727,18421,--,
固定资产减值准备(万元),--,12,12,--,12,12,--,
固定资产(万元),24448,24272,19629,18753,18715,18409,17042,
在建工程(万元),41,41,4674,1929,2212,232,1160,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),1988,2051,2179,1974,2019,1533,1603,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,5,6,12,24,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),183,275,451,405,435,406,242,
其他非流动资产(万元),121,65,23,12,10,1376,1124,
非流动资产合计(万元),28481,28405,28656,24778,25097,24121,22265,
资产总计(万元),48300,46108,48932,47256,52891,46210,39345,
短期借款(万元),12030,9880,11450,12440,16980,14440,12880,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),1400,1254,3079,5082,5152,8261,200,
应付账款(万元),3464,4637,5097,3155,4277,3581,3349,
预收账款(万元),36,111,23,96,41,35,203,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),467,391,537,279,523,513,466,
应交税费(万元),471,519,389,564,611,447,223,
应付利息(万元),16,14,21,21,33,30,307,
