报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),49712,43654,58202,60831,72797,68540,55802,53595,65560,63000,54818,41294,50147,64337,48164,44553,46346,54628,53078,40240,36345,45678,28821,34729,36781,44852,37297,35541,25612,29506,36434,50201,27348,41188,37562,49671,41227,40959,47204,53876,24329,24455,33142,39229,35668,31081,35990,30139,23984,19365,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,0,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,0,--,--,--,0,
交易性金融资产(万元),1200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,91,34,1735,2127,863,1118,913,690,1074,1032,1305,1656,2289,1630,1234,1230,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,0,--,--,--,0,
应收票据(万元),2503,4352,3746,5891,8991,7411,10087,8602,3861,6784,9096,9705,1919,6611,3668,2673,3241,3520,2338,1597,2243,1896,1926,690,750,3026,1605,1056,666,2126,2441,755,834,1871,1195,778,1641,1265,2388,270,1881,2725,1124,1494,2312,1706,1012,1064,2945,1994,
应收账款(万元),97287,118218,108218,107597,98824,112544,79952,71523,69755,77925,60178,64368,61567,67308,63563,44595,48238,53886,47402,47186,51229,56054,59292,56514,56795,55139,54147,57457,58889,58565,42498,41369,39195,47427,33064,33637,35489,44838,41974,40979,54293,51882,41903,45705,56136,59957,53867,56490,69135,68569,
预付款项(万元),15388,15079,9168,7934,6025,8625,8611,9309,10097,10567,5758,4512,4119,5582,5852,4074,4035,2989,2756,3378,3004,3519,10519,7996,13245,7439,11525,11756,11354,8237,13432,14704,9859,4756,4397,8876,15139,11865,13137,4251,6838,2193,3656,5833,4021,1449,6001,2134,2216,431,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,0,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,0,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,0,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,0,--,--,0,0,
应收股利(万元),--,--,808,--,2000,2000,--,269,1616,1616,2155,--,--,--,--,--,300,300,--,--,--,--,622,0,2000,2000,2000,2000,2000,2900,--,--,240,240,1000,1000,--,0,--,0,--,--,0,0,--,700,700,1700,3000,3000,
其他应收款(万元),--,6828,--,15727,6348,5208,5421,5112,4333,4343,2649,3133,3294,2719,4106,4810,5388,5007,4232,7409,21064,24137,4240,4828,8071,7343,11245,10085,9726,10025,14481,13798,13757,13285,8845,6064,5447,5603,4671,11234,8855,7836,9602,11135,4639,4070,7978,9440,6725,3620,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,0,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,0,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,0,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,0,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,0,--,--,--,0,
存货(万元),87585,78937,92372,86965,75442,57089,67188,65842,48181,29002,54332,62764,61145,38004,48839,35148,23322,20235,31133,42416,32862,28653,153273,154889,147310,146640,164416,160524,150331,140838,152636,147462,134766,127587,181067,173971,200901,207253,197905,195714,180057,182823,202511,179173,167913,162442,122596,115502,97316,87580,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,0,--,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,0,--,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,0,--,--,0,0,
其他流动资产(万元),7289,6961,2579,3526,2446,3191,4917,4184,15180,16349,4424,4392,5115,2662,1356,1213,3127,2419,4476,2690,905,1218,1868,2015,1223,1754,464,469,537,492,504,552,629,495,464,464,671,464,--,0,--,--,0,0,--,0,209,185,150,0,
