报告日期,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),7313,7899,5133,26569,43242,59435,31033,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,164,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),223,--,87,410,193,261,799,
应收账款(万元),22965,19457,18227,7602,6140,5305,7624,
预付款项(万元),1294,1992,1690,1186,538,207,583,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),48,358,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),1457,246,72,193,26,142,253,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),129392,103318,90204,67213,28172,32634,44324,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),56496,59373,3156,2167,18259,23822,825,
流动资产合计(万元),219188,192643,118569,105339,96570,121969,85441,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),294,290,290,258,281,353,366,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),67192,--,66573,66268,29571,20082,--,
累计折旧(万元),19256,--,17129,15370,6447,4545,--,
固定资产净值(万元),47936,--,49444,50898,23124,15536,--,
固定资产减值准备(万元),20525,--,20530,20531,--,--,--,
固定资产(万元),27412,28738,28913,30368,23124,15536,6770,
在建工程(万元),12832,11293,10583,9517,7150,11643,14637,
工程物资(万元),22,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),4234,4227,4240,4164,1332,1365,1637,
开发支出(万元),233,233,259,382,382,243,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),230,228,228,239,256,127,119,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),448,358,445,437,440,396,236,
其他非流动资产(万元),4584,2596,2893,1567,204,2379,6519,
非流动资产合计(万元),50289,47964,47850,46931,33170,32042,30285,
资产总计(万元),269476,240607,166419,152270,129740,154011,115726,
短期借款(万元),32288,28599,12960,11996,10106,39280,8710,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,202,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),11962,4189,--,--,--,2500,--,
应付账款(万元),9001,1905,2262,1425,2711,1544,957,
预收账款(万元),1950,1614,1626,1616,2657,1346,1296,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),1200,796,637,998,726,656,772,
应交税费(万元),2090,1701,326,305,794,1856,530,
应付利息(万元),164,114,18,21,68,--,--,
应付股利(万元),--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),1886,1299,1137,726,1010,1443,230,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,
其他流动负债(万元),121,582,226,171,36,--,--,
流动负债合计(万元),60663,40799,19193,17258,18308,48625,12496,
长期借款(万元),--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,
长期应付款(万元),617,617,617,617,617,617,617,
专项应付款(万元),--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,
长期递延收益(万元),2970,3020,2839,2934,1547,1559,778,
递延所得税负债(万元),--,--,--,--,--,25,--,
其他非流动负债(万元),--,--,--,--,--,--,--,
非流动负债合计(万元),3587,3637,3456,3551,2164,2200,1395,
负债合计(万元),64250,44437,22649,20809,20472,50826,13891,
实收资本(或股本)(万元),42350,42350,36000,36000,36000,36000,36000,
资本公积(万元),61676,61676,25651,25651,25651,25651,25651,
减:库存股(万元),--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,
盈余公积(万元),10592,7870,7870,7870,6722,5867,5457,
一般风险准备(万元),--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,
未分配利润(万元),90559,84225,74186,61858,40883,35682,34644,
拟分配现金股利(万元),--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),205226,196170,143770,131461,109268,103186,101735,
少数股东权益(万元),--,--,--,--,--,--,99,
所有者权益(或股东权益)合计(万元),205226,196170,143770,131461,109268,103186,101835,
负债和所有者权益(或股东权益)总计(万元),269476,240607,166419,152270,129740,154011,115726,		
  
