报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),34712,36538,31281,22200,19013,20855,22006,22469,18087,21333,15866,17288,77218,8161,15130,6101,4847,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),26,25,401,--,102,81,1427,--,170,174,536,381,816,30,20,56,47,
应收账款(万元),23484,15901,18645,11817,10245,5540,5121,5115,5270,4158,5201,566,939,476,304,825,300,
预付款项(万元),7067,2117,1768,3026,1573,1097,706,931,885,1051,899,1290,1004,731,746,1213,975,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),708,558,425,696,493,652,522,214,170,395,169,507,358,474,399,439,655,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),6896,7567,9154,12174,11587,9673,8041,9834,9246,9084,8676,9368,8669,7900,7517,6903,6467,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),44166,52087,51541,51178,51202,51034,51486,47738,55743,55175,63090,60972,639,655,2841,512,387,
流动资产合计(万元),117059,114792,113215,101091,94215,88931,89310,86300,89571,91370,94438,90373,89642,18427,26956,16050,13677,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),38991,--,38732,--,38898,--,38286,--,36147,--,34999,--,32238,30718,28849,--,--,
累计折旧(万元),12952,--,11512,--,10333,--,9091,--,7925,--,6878,--,5925,4835,3190,--,--,
固定资产净值(万元),26039,--,27219,--,28565,--,29195,--,28222,--,28121,--,26313,25884,25660,--,--,
固定资产减值准备(万元),186,--,186,--,170,--,232,--,240,--,240,--,276,276,321,--,--,
固定资产(万元),25853,26462,27033,27731,28395,28287,28962,27311,27982,27340,27881,27327,26037,25608,25339,6216,4945,
在建工程(万元),15540,14084,13507,6564,6446,4619,4344,4540,3891,5998,5096,4768,6107,5004,985,8403,1432,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),4438,4416,4441,4467,4493,4519,4545,4571,4565,4590,4615,4639,4664,4702,2781,1222,1458,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,626,
商誉(万元),203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,--,46,
长期待摊费用(万元),1602,1733,1864,1994,2125,2177,2132,2276,2414,1197,1264,1287,1312,1387,1673,3475,2182,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),286,284,302,440,363,282,259,558,487,466,789,381,407,652,274,116,72,
其他非流动资产(万元),4722,4536,4600,6329,5439,5230,4647,--,--,--,66,--,--,--,--,1008,--,
非流动资产合计(万元),52644,51719,51950,47728,47464,45317,45092,39459,39541,39795,39913,38605,38731,37556,31256,20440,10761,
资产总计(万元),169703,166511,165165,148819,141679,134248,134402,125759,129113,131165,134351,128978,128373,55983,58212,36489,24438,
短期借款(万元),--,--,--,--,--,--,--,--,5000,--,5000,7000,8000,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),3711,2943,7038,9325,4924,3798,5284,4988,5807,7592,5534,5228,6881,7619,8620,3368,--,
