报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),66496,41948,47266,32555,19755,31855,21534,33902,25092,9668,21324,17771,40811,121156,6722,8204,10744,9067,9068,9716,8314,8137,7707,16197,27337,34516,45021,41279,49691,10282,9847,7887,4945,2128,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),64000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15400,10500,3100,--,--,--,--,--,--,--,--,223,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,51,121,162,182,195,173,198,147,227,392,314,334,208,206,79,80,149,81,65,85,52,203,221,110,459,114,--,--,--,
应收账款(万元),24326,23556,23261,22323,26315,26968,28570,31334,31877,33906,25606,28388,27756,31569,17527,17474,17285,18604,20299,18372,16672,12407,9362,9754,7311,5216,5787,5538,4129,3471,2804,2903,3921,1368,
预付款项(万元),8740,12328,22483,21825,10372,15474,13813,10472,1616,2106,2771,2980,4446,2770,5737,7068,2373,1837,7718,4485,1386,2639,5298,713,696,707,2683,2698,3646,1115,1357,1623,3185,4132,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),693,543,--,490,567,521,283,459,1124,720,--,--,--,--,--,--,--,--,40,17,30,21,--,0,7,69,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,941,1606,857,1187,795,910,1202,853,489,828,706,835,643,736,786,1035,666,625,453,388,187,226,124,219,174,117,85,121,52,75,25,689,128,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
