报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),34373,29399,24392,34869,26961,28333,47623,71903,67674,20028,33033,61519,52243,42762,47557,32125,34399,54916,9753,9952,10981,11411,16906,12702,13796,27002,19964,18843,30244,25496,34372,43081,43165,37617,11279,11821,12342,11092,13193,7537,8137,6130,8446,11161,10364,12223,13375,18471,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,500,500,500,--,--,--,--,--,--,--,3,3,--,7,8,9,311,0,--,--,--,0,--,0,0,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,--,0,
应收票据(万元),--,13292,8514,14216,9468,9055,6598,3028,1711,1506,2024,1002,1565,947,6071,6011,153,251,64,98,5,10,--,--,10,--,67,2391,381,50,65,123,65,70,82,0,--,0,2,--,--,0,--,3,3,--,96,0,
应收账款(万元),--,38582,41876,47256,60637,53242,71334,69481,86707,88321,54285,52865,69529,65063,56873,59191,54748,52066,56714,55172,54352,52550,46050,55259,61988,59589,51862,50709,44619,42103,35098,31496,30718,25098,24474,21995,22095,21586,18215,17199,14207,14090,11542,12382,9944,8599,5930,7480,
预付款项(万元),52182,50894,42577,38691,27470,69370,53112,55066,48633,34847,74393,108576,62059,51608,73534,65078,17498,19988,3444,1855,4943,2745,1243,1216,1756,1267,1888,1454,1631,1864,1414,602,779,897,995,292,1145,754,1278,1222,1502,1449,1331,1121,2998,2720,1471,469,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,1,1,18,91,44,213,19,19,--,43,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,55,0,--,--,0,
应收股利(万元),--,--,--,--,1334,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,--,0,
其他应收款(万元),34845,19601,6771,4998,5252,9305,5721,3894,3041,1636,3280,2429,1686,1880,2266,2091,7473,2471,1300,1841,6452,10605,5330,1535,2840,3188,2571,2049,2091,1605,15092,1013,807,1736,1069,1090,2182,1438,730,1224,1279,1748,1281,1335,705,477,627,543,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,--,0,
存货(万元),18952,19475,16653,14144,22989,30176,23094,25941,24876,19770,46702,28892,35621,50558,18973,18359,33966,23215,21995,21767,27125,26514,25096,23598,23640,21223,19022,16962,20147,18966,16497,15536,16547,14799,13197,13154,14818,15427,12633,9001,10218,9000,8119,6498,7783,6772,5814,4601,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,--,0,
一年内到期的非流动资产(万元),3287,3298,3394,3257,308,200,285,310,35,95,82,106,156,150,211,218,160,156,148,156,316,306,150,182,85,84,94,100,30,30,30,30,--,0,--,0,--,0,--,--,--,0,--,0,0,--,--,0,
其他流动资产(万元),803,8234,8117,7964,19217,20453,11054,11599,8930,8313,9405,10068,11682,13459,8437,8048,627,500,5105,5000,--,--,--,--,34,15,--,--,41,--,5,5,34,48,2,5,11,14,2,23,68,58,83,3,27,11,8,1,
流动资产合计(万元),186343,182774,152293,165396,173637,220134,218822,241222,241609,174516,223204,265458,234559,226518,213967,191333,149041,153582,98523,95882,104674,104641,95274,94493,104150,112369,95468,92509,99184,90116,102576,91888,92114,80272,51107,48367,52903,50311,46054,36206,35410,32475,30803,32560,31824,30803,27320,31564,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,--,0,
可供出售金融资产(万元),34501,36062,35976,40111,34065,34390,36353,36353,48419,38994,39610,39666,38512,33551,24175,19275,18272,--,--,--,--,--,--,--,--,--,--,--,--,2599,5536,7554,6972,8960,12701,9612,--,0,0,0,0,0,--,0,0,--,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,600,750,--,0,
