报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),23222,40754,27430,9513,9788,26650,15190,24546,30415,41149,18213,29675,6589,13572,12243,9567,9947,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),29586,24017,26177,25916,22492,21404,27328,17287,16696,12293,17306,13845,9030,8744,5377,5128,3189,
预付款项(万元),1432,2578,2176,1916,1957,1301,1473,1520,619,424,1030,715,670,428,283,276,489,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),149,71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1711,1641,1536,1136,1236,1152,1605,1091,587,444,543,417,816,684,647,547,205,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),14352,13455,13411,11611,10594,9610,9716,12126,8261,7495,8587,8061,7920,7624,6372,3843,3317,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),21099,8786,9782,2778,2362,900,491,496,88,66,6240,107,22,101,42,34,--,
流动资产合计(万元),91550,91302,80513,52870,48429,61016,55802,57066,56667,61870,51919,52820,25046,31153,24964,19395,17147,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),1000,1000,100,100,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),6546,3304,2182,2216,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,35628,--,34749,--,12519,--,8739,--,7952,--,7538,--,7361,6958,--,--,
累计折旧(万元),--,5288,--,3931,--,3602,--,3040,--,2504,--,2190,--,1927,1413,--,--,
固定资产净值(万元),--,30339,--,30818,--,8917,--,5699,--,5448,--,5348,--,5434,5545,--,--,
