报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),51923,32070,38098,57846,59936,29745,19560,23551,59842,61369,13052,20878,29127,15949,9696,8228,24471,20861,8588,10474,29033,30153,15563,21448,32060,29044,31943,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,217,217,--,--,--,--,--,--,--,--,734,922,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),417,--,82,852,564,76,25,117,88,69,25,165,79,290,122,594,2274,650,889,--,1118,727,438,408,170,527,92,
应收账款(万元),14261,--,18616,16038,8729,15014,14547,12471,8588,14494,14441,10990,8579,12765,15425,9527,7249,13778,16199,11120,7388,6035,9763,9276,6436,7020,9177,
预付款项(万元),1725,2232,800,596,249,1234,334,252,178,798,650,180,175,230,279,275,148,1675,711,--,364,357,3826,3364,157,3546,2367,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,2317,1093,6732,2232,862,1530,602,1363,179,3437,2971,3512,3458,1188,633,669,770,948,--,1000,1103,1238,1244,1212,2150,20030,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),114419,109012,105120,106574,105299,107824,107477,104207,100745,98870,84846,82581,79588,79736,76968,77703,74469,71597,68418,67372,63514,60847,58132,58045,61436,56920,49991,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),5223,808,771,754,13057,25178,29600,32823,23905,21060,392,367,367,407,431,460,452,117,115,--,520,167,107,94,78,76,196,
流动资产合计(万元),190126,166619,165817,190846,197256,185668,178810,179758,200446,196839,116843,118132,121427,113570,105029,97421,109732,109448,95867,--,102936,99389,89065,93878,101549,99283,113796,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),16165,16165,16165,16115,16115,16115,16115,16115,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,254,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),184079,--,122452,--,121961,--,123538,--,118473,--,121257,--,120905,--,116775,--,113789,--,--,--,86433,65765,64416,64144,63234,60203,58388,
累计折旧(万元),50783,--,47465,--,43381,--,43380,--,39630,--,44117,--,40446,--,37476,--,34237,--,--,--,36436,33715,32741,32040,31360,29189,27312,
固定资产净值(万元),133296,--,74986,--,78581,--,80159,--,78843,--,77140,--,80459,--,79299,--,79552,--,--,--,49997,32049,31676,32104,31873,31014,31076,
固定资产减值准备(万元),17,--,17,--,17,--,56,--,56,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),133279,73525,74969,76472,78564,78204,80103,76524,78787,83703,77140,79081,80459,78075,79299,79163,79552,76004,53511,54120,49997,32049,31676,32104,31873,31014,31076,
在建工程(万元),21236,66627,55973,50526,41064,30528,25063,26176,24544,17622,16231,14576,8320,9931,8274,7397,5604,4808,30232,28567,31688,27913,19806,16424,12812,2032,874,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),46994,47592,47351,37993,38402,39458,37510,37496,37778,40985,26599,26791,26878,27321,24083,23666,16517,16451,16551,--,16741,17143,17378,17501,17281,15373,15912,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),25107,25107,25107,25107,25107,25107,25107,25107,25107,25437,4224,4224,4224,4224,4224,4224,4224,4224,4224,--,4224,4224,4224,4224,4224,4224,4224,
长期待摊费用(万元),--,--,--,--,--,--,--,--,0,6,14,22,30,38,46,54,61,158,224,--,202,370,523,534,594,768,970,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2460,2499,2444,2352,2387,2892,1701,1653,1631,2745,2238,1454,1460,1444,1431,1468,1441,523,236,--,483,582,557,434,659,471,474,
其他非流动资产(万元),237,1,1,1,655,3786,42,514,1690,622,393,510,185,--,3395,3598,984,1368,596,--,612,3934,--,--,2384,--,--,
非流动资产合计(万元),245477,231516,222010,208567,202294,196091,185640,183585,169538,171121,126839,126658,121555,121033,120753,119570,108383,103536,105574,--,103946,86214,74164,71221,69828,53882,53785,
资产总计(万元),435603,398135,387827,399412,399550,381759,364450,363343,369984,367960,243682,244790,242982,234602,225782,216991,218115,212984,201441,197540,206882,185603,163229,165100,171377,153165,167580,
短期借款(万元),21000,19000,12000,12000,12000,15000,6050,50,50,22150,39400,36400,39400,44200,34000,22700,18437,34987,30900,--,24500,26600,34500,33200,30160,30500,60300,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),4848,--,6949,--,--,6899,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300,--,--,--,--,8180,
应付账款(万元),50318,--,29736,37750,41494,28356,31783,28937,31614,22096,25396,24347,25439,20386,23486,25006,28006,19235,23487,--,32861,24187,13204,16922,24255,15636,9163,
预收账款(万元),7789,3372,1203,2249,7932,10125,6833,7826,13469,8347,3125,4656,4271,3247,1430,4091,7925,2560,1325,--,5103,6227,4575,6777,15758,13130,5879,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2788,2227,1659,2218,4347,2163,2067,2382,3894,1971,1500,1617,2481,976,869,1289,3086,1048,1046,--,3205,2950,1796,1475,2813,2145,701,
应交税费(万元),6213,2200,3166,9948,11666,4543,3956,5897,11227,4407,3340,3659,5855,2144,2479,4467,6606,3507,2979,--,6328,10968,3917,4811,3997,2783,4867,
应付利息(万元),26,--,14,14,14,18,7,0,0,--,39,41,49,55,12,34,29,55,106,--,97,86,101,97,77,59,100,
应付股利(万元),551,--,1104,551,551,1104,1104,375,375,375,375,200,200,300,197,200,200,200,200,--,200,350,350,350,400,405,2093,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),--,6444,5737,5466,7816,8274,8704,8379,8076,15579,9495,9285,9305,11599,11469,4893,4509,5810,5768,--,5050,4915,4862,4919,4760,4535,2418,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2000,--,2000,2000,800,1000,1000,7000,--,
其他流动负债(万元),--,1127,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),100254,70325,61567,70195,85820,76482,60505,53847,68705,74924,82670,80204,87000,82907,73943,62680,68798,67402,67810,--,79344,78583,64105,69551,83219,76194,93701,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28200,--,29000,22200,19700,17700,10200,4000,7000,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),17747,17812,17922,15297,8500,8536,8630,8723,8817,7411,6001,6073,3351,3402,3453,3503,3554,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,54,54,54,54,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3604,1422,--,1524,150,150,--,--,--,--,
非流动负债合计(万元),17747,17866,17976,15351,8554,8536,8630,8723,8817,7411,6001,6073,3351,3402,3453,3503,3554,3604,29622,--,30524,22350,19850,17700,10200,4000,7000,
负债合计(万元),118001,88191,79543,85546,94374,85018,69134,62570,77522,82335,88671,86276,90351,86309,77396,66183,72352,71006,97432,--,109868,100933,83955,87251,93419,80194,100701,
实收资本(或股本)(万元),49736,49736,49736,49736,49736,49736,49736,49736,49736,49736,40000,40000,40000,40000,40000,40000,40000,40000,30000,--,30000,30000,30000,30000,30000,30000,30000,
资本公积(万元),173165,173165,173165,173165,173165,173165,173165,173165,173165,173165,52832,52832,52832,52838,52891,52891,52891,52891,25342,--,25342,25670,25670,25670,25670,25982,25982,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),11883,10424,10424,10424,10424,8926,8926,8926,8926,7738,7738,7738,7738,6557,6557,6557,6557,5608,5608,--,5608,4480,3222,3222,3222,2066,1433,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),80374,74211,72703,78143,69519,62665,61266,66560,58294,52744,52265,55590,49735,46509,46495,48956,43947,41251,40836,--,33902,22626,18460,17049,17161,13190,7742,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),315158,307537,306029,311469,302845,294492,293093,298387,290121,283382,152835,156160,150305,145904,145943,148405,143395,139750,101786,102039,94853,82777,77352,75941,76054,71238,65157,
少数股东权益(万元),2444,2407,2256,2398,2331,2248,2223,2386,2342,2242,2175,2354,2325,2389,2443,2403,2368,2227,2223,--,2162,1893,1922,1908,1904,1733,1722,
所有者权益(或股东权益)合计(万元),317602,309944,308285,313866,305176,296740,295316,300773,292462,285625,155011,158513,152631,148294,148386,150807,145764,141978,104009,102039,97015,84670,79274,77849,77958,72971,66879,
负债和所有者权益(或股东权益)总计(万元),435603,398135,387827,399412,399550,381759,364450,363343,369984,367960,243682,244790,242982,234602,225782,216991,218115,212984,201441,197540,206882,185603,163229,165100,171377,153165,167580,		
  
