报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),347495,340885,344666,302352,293832,336636,264175,224504,309058,331952,566053,429060,361826,200168,194809,147817,149751,260037,246639,201211,200287,233938,222096,115053,103919,111419,97058,75923,61841,113861,104500,88038,83975,92925,100764,82606,62733,70089,67101,61008,48965,83122,49658,56642,54254,64712,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),9443,5604,8296,12947,3497,3275,16468,13216,8895,481,1,--,--,--,--,1647,4931,1854,3147,--,313,1178,3121,793,1240,2164,1751,3530,1737,3226,6,6,3,9,1,0,--,0,--,0,0,0,263,0,12,446,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),--,--,--,--,--,--,--,15,94,65,24937,288,231,556,302,123,104,268,171,91,114,151,310,207,250,389,466,155,179,264,147,209,330,276,758,109,239,311,--,7,34,162,--,0,--,0,
应收账款(万元),168627,186919,173341,181560,172720,164691,182264,199216,170716,162929,322816,194853,205662,169503,151672,156083,149540,138639,141745,158014,137747,131008,120078,127339,118065,116931,116473,120448,107817,93087,88251,74874,69068,55285,72204,69665,61716,53663,75397,72373,72463,56903,71793,66079,60877,52279,
预付款项(万元),26373,36876,35004,31864,39933,34900,48639,43710,53590,45266,59146,38257,41835,39677,47242,78589,83124,60337,41967,32004,27145,22537,30107,25335,21957,18335,21848,14707,24757,16095,16677,17281,15441,11641,16812,12884,10567,9251,12464,13094,20727,12424,19271,11431,12928,8306,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
