报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),29438,37629,22242,44449,36776,24883,21767,34037,27978,48828,26874,73963,7602,10868,6844,9344,5880,3485,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),161,774,347,355,609,950,50,633,559,518,240,210,150,91,86,93,--,--,
应收账款(万元),83703,75797,60084,55993,47228,34535,29589,22861,22136,20258,22265,20947,21437,18539,22606,14147,9584,4632,
预付款项(万元),12810,12519,11604,14082,14596,8253,7223,5412,3671,1925,6558,2160,2503,1055,1737,1211,1285,816,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),5866,6687,21378,7082,6150,6394,3245,3871,1429,2243,207,287,550,558,618,1509,324,118,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),40377,36771,43016,37103,30071,25754,19967,16400,12511,11381,11843,10123,7949,7656,8875,5170,4569,2025,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),7971,5249,19000,112,17101,34509,50523,41215,46097,29217,49512,5469,196,4470,116,--,--,--,
流动资产合计(万元),180327,175425,177671,159175,152531,135279,132364,124428,114381,114371,117498,113160,40386,43237,40882,31475,21642,11076,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),60,60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),54250,51239,32173,30182,30037,27791,21389,21301,14750,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,57439,--,48698,--,41080,--,33274,--,27261,--,24353,--,21462,20319,15588,11529,--,
累计折旧(万元),--,25514,--,20196,--,16923,--,13067,--,10822,--,8786,--,6913,6236,4125,2197,--,
固定资产净值(万元),--,31925,--,28502,--,24156,--,20206,--,16439,--,15567,--,14549,14083,11463,9332,--,
固定资产减值准备(万元),--,33,--,33,--,33,--,33,--,33,--,33,--,33,33,33,33,--,
固定资产(万元),33132,31892,29085,28470,24495,24124,22849,20173,16185,16406,17184,15534,15386,14516,14050,11429,9299,5411,
在建工程(万元),18284,18197,7594,5109,4936,2410,3876,3116,1650,1650,28,28,28,28,28,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),18676,19379,19985,20257,23463,21094,12271,9220,9096,6237,3693,3696,3717,3738,3759,364,384,386,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),17203,17335,19276,19276,19276,19276,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),6083,5072,4407,3437,2182,1400,724,366,315,269,160,187,278,222,229,116,104,111,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1909,2167,2411,1849,1619,1676,999,911,919,797,598,543,484,357,335,238,148,60,
其他非流动资产(万元),4311,4365,3243,3135,543,3752,17803,17050,11216,4948,265,265,27,27,27,3470,1547,872,
非流动资产合计(万元),153908,149706,118175,111715,106551,101524,79911,72138,54131,30308,21929,20254,19919,18888,18428,15617,11482,6841,
资产总计(万元),334235,325131,295846,270890,259082,236802,212275,196567,168511,144679,139427,133413,60306,62125,59310,47092,33123,17916,
短期借款(万元),110500,97500,70500,58500,58500,36000,32000,27000,22000,--,1602,4131,6301,10077,11279,7800,6700,3000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,107,--,78,--,--,
应付账款(万元),11317,8914,14433,21972,7812,7815,9834,7398,5174,4717,2472,3417,3575,3992,4076,2535,2631,1134,
预收账款(万元),2703,2669,4718,3540,4077,3077,4548,3410,794,1457,1757,931,1592,1105,1191,850,436,847,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2616,6922,1960,2222,1908,5624,3952,2943,2293,4139,4133,2661,1485,3111,2466,2539,1971,430,
应交税费(万元),1590,8421,2449,1719,1464,3256,1925,1826,1795,2409,2619,704,277,1019,1460,1928,860,1344,
应付利息(万元),141,118,255,70,--,44,--,--,--,--,6,6,18,18,16,13,12,6,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),14668,15739,21577,17113,25920,26227,126,277,91,107,278,96,128,143,108,67,56,56,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),143536,140283,115893,105136,99680,82042,52385,42855,32146,12829,12867,11946,13377,19571,20596,15809,12666,6817,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),2245,2437,2493,2554,2567,2287,3274,3284,3011,3022,2462,2143,2141,1041,673,451,199,15,
递延所得税负债(万元),411,437,468,468,538,540,84,84,85,85,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,10064,10171,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),2656,2874,2961,3023,3105,2828,13422,13539,3096,3107,2462,2143,2141,1041,673,451,199,15,
负债合计(万元),146192,143157,118854,108159,102785,84870,65806,56394,35242,15936,15329,14089,15517,20612,21269,16259,12866,6832,
实收资本(或股本)(万元),34696,34696,34696,34802,34763,34763,34763,34763,34002,34002,34002,11334,8500,8500,8500,5000,5000,5000,
资本公积(万元),60103,59895,57187,57119,55975,55975,55109,55109,45699,45699,45699,68367,2,2,2,3502,3500,3500,
减:库存股(万元),9301,9301,9301,10704,10171,10171,10171,10171,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),9759,9759,7057,7057,7057,7057,5184,5184,5184,5184,3377,3377,3377,3377,1858,1858,821,123,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),79357,72929,70155,63669,60712,56298,54810,48972,47721,43821,40887,36203,32810,29502,27521,20253,10937,2461,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),174189,168016,160670,152863,148440,144754,139949,134107,132497,128794,123963,119277,44691,41383,37884,30613,20258,11084,
少数股东权益(万元),13854,13958,16322,9868,7858,7178,6520,6065,772,-50,135,47,97,130,157,220,--,--,
所有者权益(或股东权益)合计(万元),188043,181974,176992,162731,156297,151932,146469,140173,133269,128743,124098,119324,44789,41513,38041,30832,20258,11084,
负债和所有者权益(或股东权益)总计(万元),334235,325131,295846,270890,259082,236802,212275,196567,168511,144679,139427,133413,60306,62125,59310,47092,33123,17916,		
  
