报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),79602,80501,69154,67160,68751,61365,52077,48009,41436,43975,43358,42147,35449,53469,80683,86436,84896,123715,24689,22318,21800,24190,24885,21931,17707,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1212,2478,1128,--,--,--,--,--,--,--,--,--,--,--,--,19,0,--,10,--,--,--,--,--,--,
应收账款(万元),9383,7576,8798,9539,10877,6380,11020,6533,5760,6053,5191,7977,8568,7316,9310,6666,7165,5728,5307,5764,4026,4136,2636,1983,2107,
预付款项(万元),1868,606,532,639,453,504,352,549,481,513,572,807,877,616,731,1175,5238,3032,2220,4021,3522,2110,1134,1914,189,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),151,422,41,49,46,53,86,74,69,84,79,100,101,140,167,2287,274,428,249,223,212,158,110,82,32,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),8024,7436,7300,7091,6892,6721,4528,4931,4548,4915,3746,3963,4914,5581,5620,3497,4007,3354,3582,3226,2583,1704,1508,1687,539,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,1,1,2,50,16,16,16,--,0,6,13,23,28,128,16,--,--,
其他流动资产(万元),4284,1152,13198,10087,4407,4590,9836,11702,19836,19500,21888,18852,18760,7356,9449,72,59,36,17,80,53,13,21,26,79,
流动资产合计(万元),104523,100172,100152,94565,91428,79612,77897,71799,72130,75041,74836,73895,68686,74493,105976,100154,101638,136298,36088,35654,32224,32439,30309,27623,20653,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),2308,2218,2218,1256,1313,1204,1204,1233,1291,1333,1381,1212,1298,1058,1044,2000,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2000,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),145871,--,142680,--,135349,--,134259,--,124738,--,125587,--,126167,--,111043,--,70102,--,62149,--,48015,42073,--,27256,--,
累计折旧(万元),61732,--,56118,--,50139,--,44080,--,38317,--,34562,--,30111,--,24751,--,21073,--,18116,--,15814,13828,--,8135,--,
固定资产净值(万元),84139,--,86562,--,85210,--,90179,--,86421,--,91025,--,96056,--,86292,--,49029,--,44033,--,32200,28245,--,19120,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),84139,84181,86562,83175,85210,87587,90179,83822,86421,88242,91025,93233,96056,93536,86292,52026,49029,45469,44033,33885,32200,28245,25560,19120,15612,
在建工程(万元),9241,11565,10464,15933,16205,13832,14126,20902,21487,22578,22486,12541,12030,17919,10677,31240,22977,23238,25623,24304,16894,7002,3230,671,2091,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),9061,9134,9207,9250,9322,9394,9465,9523,9594,9665,9736,9807,9878,9949,328,329,300,306,285,218,219,222,227,232,237,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
