报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),180358,228415,173571,168576,135701,257747,316968,317805,135185,126477,141965,144575,155195,154653,156125,156004,161203,153469,159889,160218,174348,169378,159919,169527,124260,123578,125514,132582,37945,43874,48409,27779,27206,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),783,758,391,547,2271,1910,1259,2936,5748,5843,3648,3910,176,60,520,387,865,1072,--,45,--,--,--,30,--,--,--,--,--,--,--,5827,100,
应收账款(万元),60805,62270,65282,70541,70010,70809,71067,65709,65108,69197,69477,67928,58638,62440,60358,58362,61816,58048,58331,53010,46800,49238,43746,36327,33371,34014,32191,26364,26673,18082,20323,18920,13351,
预付款项(万元),21247,17694,14559,16192,13824,10505,8328,9620,3336,3677,3171,3005,3347,2355,2406,2497,3327,3002,3041,3314,5375,5854,6478,4386,4463,6847,9855,4646,5678,6805,2783,509,4609,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,2152,2022,1304,2743,2706,998,1832,1042,1065,960,1301,376,272,363,349,109,73,256,336,1223,1075,207,215,102,106,--,106,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),16363,11673,12309,11942,33015,31687,28299,10409,7531,8861,3804,4433,4806,3037,3501,3672,4322,4469,2372,2308,3290,2621,2328,2563,4483,2692,5438,2009,2546,2257,1723,108,101,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
