报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),25303,43081,10893,17507,9272,17887,11059,11228,9288,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),60,100,--,--,--,--,--,79,--,
应收账款(万元),1769,1391,1060,809,1258,804,721,2115,2602,
预付款项(万元),3602,4685,3727,1634,4882,1992,2167,2021,1802,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),869,709,1232,781,1448,1515,1070,828,542,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),14228,13645,13004,11866,13527,10907,9716,9041,6498,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),131,410,158,173,213,170,143,175,73,
其他流动资产(万元),44868,21946,1708,5535,5063,2407,2038,674,353,
流动资产合计(万元),90832,85967,31781,38306,35663,35683,26914,26161,21159,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,45902,--,42837,--,28577,17941,--,--,
累计折旧(万元),--,7615,--,6529,--,4775,3605,--,--,
固定资产净值(万元),--,38287,--,36308,--,23802,14336,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),38794,38287,36692,36308,31803,23802,14336,11806,6463,
在建工程(万元),1857,723,498,53,3293,5133,6582,1931,4192,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),19,16,4,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),7180,5713,5528,5467,4834,4789,3024,3026,2988,
开发支出(万元),--,--,--,--,--,--,68,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),2473,2154,1922,1399,1124,1268,1157,1032,461,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1239,657,771,786,812,793,257,250,204,
其他非流动资产(万元),1962,2713,2038,1078,2293,4056,838,325,130,
非流动资产合计(万元),53525,50264,47452,45091,44157,39841,26262,18370,14438,
资产总计(万元),144356,136231,79233,83397,79820,75523,53176,44531,35597,
短期借款(万元),--,--,--,--,1000,2010,4768,3490,5883,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),7985,6691,4700,7089,4828,6147,4998,4382,3183,
应付账款(万元),26338,25998,23270,22302,18661,17503,10528,10738,5790,
预收账款(万元),20227,20825,15054,14816,16645,12470,6794,6515,4790,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1910,1731,1313,2277,1456,1536,1359,1332,794,
应交税费(万元),2900,2133,1831,3376,1892,2182,1713,1380,1126,
应付利息(万元),--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,348,348,348,348,348,348,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),4933,4232,4455,3424,3178,2947,2432,1707,1065,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
