报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),5930,6747,15263,11140,31301,24610,28364,18013,9188,7467,6537,3376,4169,4848,6151,6279,5536,4289,4875,5278,3688,6272,4893,6127,3777,7077,8069,3451,5744,6058,5003,5972,5131,5147,3849,2564,1676,5317,6118,5283,7089,10062,9269,5207,7222,3986,2735,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,0,0,0,--,
交易性金融资产(万元),205,1005,1004,--,--,--,--,--,--,--,-1,0,0,6,--,--,--,--,14,--,--,500,--,--,--,--,301,188,160,--,--,0,--,0,0,0,--,--,--,--,--,--,--,0,0,0,--,
衍生金融资产(万元),6,46,14,3,--,241,--,111,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,0,0,0,--,
应收票据(万元),7029,6050,7563,6204,6083,5802,4442,3780,2881,3742,4151,2280,2590,4062,3734,4919,7960,6322,3404,4771,5457,4241,3864,2790,1976,5385,3342,1337,1315,2284,1268,1498,1547,888,546,777,679,781,432,221,889,707,960,511,286,332,591,
应收账款(万元),20393,24135,22554,24204,19474,19098,16499,15135,11996,12646,14458,16690,14219,15859,19902,19573,17356,19550,20403,19132,20284,17702,21410,20776,19838,19410,23236,28602,24188,21388,22233,21529,18164,15612,13358,9844,8237,9180,14314,15449,13397,12755,14338,11765,8438,7485,5419,
预付款项(万元),3618,4418,3644,2756,1900,1870,355,839,344,306,408,1055,396,1702,271,352,1120,883,1949,1464,74,330,235,231,173,502,440,550,1507,918,1373,574,621,230,168,170,656,979,1219,587,662,281,192,1292,258,106,74,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,0,0,0,--,
应收利息(万元),0,--,--,--,303,234,128,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,0,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,31,--,--,--,--,--,0,0,0,--,
其他应收款(万元),501,484,607,467,617,275,609,256,361,338,319,298,317,129,259,159,290,378,717,298,144,101,1651,359,326,360,431,282,251,243,642,308,164,160,178,281,351,173,276,364,310,253,163,182,170,161,103,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,0,0,0,--,
