报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),143330,124908,129511,112741,30174,17172,54614,51755,66028,40987,56737,75341,52860,81885,103940,103567,96960,54800,38054,55511,89637,75169,41469,44403,45648,35463,31102,28598,17411,44327,11624,12263,6746,11240,5513,14815,6366,11709,8273,5194,11706,4147,2111,23555,6764,6152,5262,8150,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),11,1927,4862,4397,6384,6417,7139,3878,4829,4290,4500,5464,4271,7331,4522,1872,1348,1146,1258,1244,1779,1441,1567,1495,1358,1461,1343,1242,1498,1924,2087,2163,4637,3801,3516,1038,3348,3910,1956,1277,1354,1922,2107,--,3225,888,1316,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),--,607,417,--,--,--,--,150,307,--,--,--,--,--,2162,2162,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,80,--,--,--,0,
应收账款(万元),20528,40949,39935,49386,3958,8401,1892,3607,4294,1209,792,935,1528,4756,4411,1926,744,1062,1941,1017,665,698,1724,544,5430,533,843,449,1185,678,1921,739,1106,4336,994,1375,2473,884,792,4612,889,898,942,23598,1302,2853,1058,1413,
预付款项(万元),93901,51075,73894,19799,22458,10765,18500,14708,29044,19028,16284,7561,14630,12937,17700,3511,13672,12484,13021,5738,7498,1724,2761,1732,33846,21275,4274,5248,4486,1656,1438,1256,2048,1072,366,351,780,612,1169,293,1547,3386,1658,298,1187,702,5418,5645,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,473,383,191,--,797,531,265,--,589,332,--,0,
应收股利(万元),--,87,87,87,--,--,--,278,--,--,--,--,--,--,--,--,--,11,--,--,--,172,--,7,--,162,--,231,28,--,7604,--,--,0,--,264,--,0,--,--,--,--,--,--,--,--,--,0,
其他应收款(万元),15018,14256,13954,14261,603,630,665,651,690,359,1616,1687,1762,1585,1948,2028,1806,1803,6726,3066,1607,2439,676,686,510,298,186,2652,432,576,--,12248,574,475,373,342,363,3340,394,599,1379,1522,4185,489,424,365,13876,473,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
存货(万元),48526,55364,60485,50614,52618,68077,74942,56813,63578,63469,54975,72685,74793,79968,58954,75860,35875,50888,36116,19921,4504,13748,5904,8450,8359,13218,16146,9198,7729,13743,12768,13644,10027,13483,17064,15779,23625,31729,28095,24190,27920,24364,21113,20152,19100,21738,19887,18184,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
