报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),12953,13975,14338,15898,16850,17539,11909,12260,18486,17244,16197,16285,20712,24127,15343,21238,19897,16860,16930,19701,19877,21224,23776,22892,27133,30848,28653,28970,26212,28817,25808,25494,23131,33675,24561,22287,35318,38189,30982,27986,25600,24160,20537,24512,24414,27621,23026,17166,17946,20309,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,50,0,--,--,--,--,--,--,--,0,--,47,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收票据(万元),1438,1524,1080,211,846,1093,661,170,167,848,781,830,867,272,236,676,1030,529,111,472,968,175,179,74,60,27,65,92,132,127,140,104,44,30,10,65,141,215,218,212,560,737,627,680,436,164,184,56,41,146,
应收账款(万元),21852,28420,24883,21494,23204,24618,23004,20917,20041,22926,24047,19678,21251,26766,27090,23771,23085,24798,18395,15739,13683,9551,9925,9088,6713,9949,15652,18560,17305,18482,20635,18488,18858,16126,23068,19251,15403,15291,13472,10015,8919,11000,16997,15368,12765,13283,19069,12752,11472,10581,
预付款项(万元),958,1134,608,2623,1802,1300,1024,573,115,84,703,393,808,363,443,780,435,224,913,1418,2045,453,1163,1220,871,443,1528,1210,1814,1169,1868,1941,2141,914,1657,1388,1263,1229,1407,1374,1779,1673,2281,1667,1755,2060,1563,2067,1963,1535,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
