报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),45768,60338,37346,32482,37011,57445,41573,31291,68406,71255,48082,68282,61294,68641,55843,61881,60545,56821,57677,53644,49537,67798,64334,69419,55243,47232,65434,59593,64524,39629,25394,26818,39890,40900,38797,36061,37210,27582,46406,28846,18504,21054,17904,19490,20748,12728,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,1003,981,1145,1215,1997,2450,2078,2157,0,2557,225,--,--,0,--,--,--,--,0,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,0,
应收票据(万元),2700,2855,5264,4957,3116,3331,3037,1862,2113,3342,5100,5208,6464,2064,5042,1964,2007,3175,9377,4364,3595,3498,7080,7818,8134,5490,11685,8555,1310,1422,10039,5162,2731,2188,9077,10480,2548,709,4571,4899,5492,4600,9101,11880,9856,10023,
应收账款(万元),31847,31231,34208,31439,26814,28122,38440,47750,41022,29716,39513,50123,39800,31724,39173,51025,45450,31379,47388,54402,41023,32003,41436,54657,38775,26459,25944,37778,36064,24830,22818,42383,30341,24792,16344,12675,10471,11181,9413,9734,11396,7876,9978,10459,8754,7868,
预付款项(万元),14881,10843,26509,9387,11481,10905,18968,10138,13533,8688,25213,18170,27191,18085,18490,16157,22945,19008,21541,23742,22146,19839,26469,14471,18179,14889,11602,12197,6153,13430,34440,18965,5275,15410,15433,9097,8104,6293,18016,5518,15713,8711,11832,10576,15158,14048,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,0,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,438,185,0,--,--,--,--,0,--,0,
应收股利(万元),--,643,643,643,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,480,480,480,480,480,0,--,0,--,--,212,--,--,212,114,114,--,0,
