报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),26227,27240,6376,6618,6324,27940,9570,6886,4357,30857,7602,13467,13253,4307,10640,5478,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),2850,3161,807,2001,689,219,114,726,3514,1045,426,288,--,149,461,1222,
应收账款(万元),19085,19245,18747,21124,20855,15422,15560,12216,10475,15280,10682,11656,10349,9394,7520,6910,
预付款项(万元),1086,1176,1906,1126,775,414,4690,1964,196,1003,1384,567,326,372,474,649,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,188,--,--,--,--,--,100,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),638,474,351,280,706,684,677,813,497,880,692,588,720,999,724,232,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),20289,21622,24300,19997,20479,20961,20669,18896,17871,15719,14960,12189,12234,12568,8254,8911,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),641,447,21394,18381,19845,3639,22100,24008,26800,5,23677,19195,5,7367,257,--,
流动资产合计(万元),70816,73365,73881,69527,69861,69279,73379,65509,63710,64788,59523,57949,36886,35157,28330,23403,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),200,200,550,550,550,550,550,350,350,350,350,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),1735,376,353,394,389,389,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,3442,--,3416,--,3445,--,3420,--,3582,--,3617,3505,3396,--,--,
累计折旧(万元),--,2239,--,2111,--,2016,--,1874,--,1876,--,1751,1656,1424,--,--,
固定资产净值(万元),--,1203,--,1305,--,1430,--,1546,--,1707,--,1866,1849,1973,--,--,
固定资产减值准备(万元),--,33,--,33,--,33,--,33,--,33,--,33,34,34,--,--,
固定资产(万元),6980,1170,1230,1272,1340,1397,1467,1513,1597,1674,1747,1834,1815,1939,2255,1810,
在建工程(万元),194,5106,3661,2210,1334,1309,77,26,32,--,175,126,156,39,20,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1298,1311,1324,1336,1349,1361,1374,1386,1399,377,638,642,649,665,680,298,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1104,1015,889,958,913,855,685,627,685,685,515,553,461,325,144,112,
其他非流动资产(万元),105,224,--,--,--,--,--,--,--,1000,--,--,--,--,--,--,
非流动资产合计(万元),11617,9402,8007,6721,5874,5861,4153,3903,4063,4086,3424,3154,3081,2968,3099,2220,
资产总计(万元),82432,82767,81888,76248,75735,75141,77532,69411,67774,68875,62948,61104,39967,38125,31429,25624,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),823,421,925,1177,747,832,512,483,550,440,344,178,384,64,371,256,
应付账款(万元),5121,5840,8969,5891,6416,6987,6140,4168,5009,5732,4705,4102,3633,2747,2052,3398,
预收账款(万元),11502,13517,12213,9983,9263,8916,14649,9586,8861,8982,6401,5203,7374,10492,9108,7402,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),403,784,429,440,461,644,386,362,350,589,331,297,532,490,353,396,
应交税费(万元),1834,2268,1519,1673,2081,1540,497,753,871,1070,789,1300,1315,828,864,601,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),22,34,31,34,175,86,207,155,236,863,889,868,1034,962,501,520,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
