报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),15234,21496,46321,13453,8468,9334,6022,5779,4608,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),4575,3326,5118,6273,2962,4150,3959,3490,2869,
应收账款(万元),15079,14314,12538,12961,13663,14033,15127,10922,11821,
预付款项(万元),323,102,329,371,358,278,141,86,145,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),552,12,108,106,228,218,241,110,52,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),1566,1430,1649,1240,1287,1200,1725,2095,2372,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,
其他流动资产(万元),25000,25012,--,26,--,--,--,--,--,
流动资产合计(万元),62329,65691,66061,34429,26966,29213,27216,22482,21867,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,23449,--,23157,--,22374,20329,--,--,
累计折旧(万元),--,8826,--,7892,--,6123,4501,--,--,
固定资产净值(万元),--,14624,--,15265,--,16251,15829,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),16101,14624,14850,15265,15646,16251,15829,16862,17867,
在建工程(万元),409,2254,2258,2184,1599,369,1552,106,0,
工程物资(万元),--,--,112,81,85,86,39,57,0,
固定资产清理(万元),--,--,2,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),7043,3305,3324,3342,3379,3416,3491,2106,2245,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),244,241,234,234,259,264,281,258,294,
其他非流动资产(万元),3135,1761,17,11,17,98,30,2702,583,
非流动资产合计(万元),26932,22185,20797,21119,20985,20484,21222,22092,20988,
资产总计(万元),89261,87876,86859,55548,47952,49697,48437,44574,42855,
短期借款(万元),4000,4000,4000,4000,2600,5500,11700,13400,6000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,
应付账款(万元),4335,4728,5498,5691,5353,4654,5458,5034,4808,
预收账款(万元),--,--,--,88,1,2,15,20,29,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),974,700,427,1076,623,993,964,854,720,
应交税费(万元),238,395,177,337,366,299,1190,832,536,
应付利息(万元),--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),2,--,1,9,1,2,0,1,1,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),100,100,100,100,200,200,--,500,2900,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,
流动负债合计(万元),9648,9923,10203,11301,9144,11649,19327,20640,14995,
长期借款(万元),3850,3850,3900,3900,3700,3800,--,0,1000,
应付债券(万元),--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,
长期递延收益(万元),2033,2077,2151,2165,895,1159,415,471,527,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),5883,5927,6051,6065,4595,4959,415,471,1527,
负债合计(万元),15531,15850,16254,17365,13739,16608,19742,21112,16522,
实收资本(或股本)(万元),6000,6000,6000,4500,4500,4500,4500,4500,4500,
资本公积(万元),37459,37459,37459,5923,5923,5923,5923,5923,10273,
减:库存股(万元),--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),2250,2250,2250,2250,2250,2250,2250,2026,1833,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),28022,26318,24896,25510,21540,20416,16023,11014,9728,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),73730,72026,70605,38183,34213,33088,28695,23462,26333,
少数股东权益(万元),--,--,--,--,0,--,--,0,0,
所有者权益(或股东权益)合计(万元),73730,72026,70605,38183,34213,33088,28695,23462,26333,
负债和所有者权益(或股东权益)总计(万元),89261,87876,86859,55548,47952,49697,48437,44574,42855,		
  
