报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),57579,31848,30264,23289,36565,36469,34320,41506,21286,27219,23889,38589,9881,2133,1281,1444,2132,3265,1936,3581,4923,13839,3932,5936,4751,7433,2577,5750,7375,6639,7997,9064,4564,7673,7092,10313,9553,13188,1893,3832,1699,2622,1798,6204,3352,5117,1095,1051,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,0,0,--,0,
应收票据(万元),6004,4930,4878,6654,1259,1356,2461,4055,1448,1152,1205,1095,2062,894,1612,1869,1015,733,308,1714,1342,380,4472,7163,768,1632,2890,7898,930,3246,6656,12777,7603,4181,794,2704,1826,2497,106,2274,568,262,1336,1054,1522,2062,272,228,
应收账款(万元),184597,185180,174457,171858,170425,160739,137377,139009,148892,142771,129879,130329,131307,43225,41155,41548,47124,50470,48855,48356,45192,46414,39348,42252,38769,39024,32938,29552,28681,28618,20149,20087,23621,25154,23212,23399,27964,25527,29311,14170,19783,20523,15799,20059,24051,21128,17017,16883,
预付款项(万元),8771,10384,12947,7317,20202,8210,10229,4498,11002,13758,9944,5517,5394,2325,1607,1200,4475,3386,2178,1221,3939,2308,2205,1283,5955,1835,1713,913,1137,1479,1679,642,2161,1077,967,985,3518,3793,2564,3578,4744,4821,3604,2901,1518,3860,1062,2885,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,
其他应收款(万元),8052,6577,11186,6074,9685,8218,9046,5111,14759,12216,8939,6023,10674,6063,5069,5512,5935,4902,5076,3629,4751,3665,3362,2093,2595,1757,1114,871,909,445,852,624,928,873,885,1044,855,864,849,802,1088,1175,1069,1685,756,811,1148,990,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,0,0,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,0,0,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,
存货(万元),34524,33431,34098,26928,29501,29272,30795,29380,29135,26622,29347,30195,28993,25154,29204,28296,27725,27616,26905,24907,25828,21711,21065,17786,20741,19587,17050,16317,21287,17462,17961,14857,12844,14030,16586,12945,12359,16417,14304,25579,16562,15655,17017,15050,16409,17948,21174,21409,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,27,62,58,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,0,0,--,0,
一年内到期的非流动资产(万元),6017,15429,15300,15144,230,237,257,199,193,167,156,101,207,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,
其他流动资产(万元),14277,14175,17766,12292,21292,16027,10329,10106,4381,3315,1729,2954,2051,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,
流动资产合计(万元),319820,301955,300895,269556,289159,260527,234814,233864,231095,227221,205088,214803,190569,79794,79927,79868,88406,90371,85259,83406,85976,88316,74384,76514,73578,71268,58282,61300,60318,57890,55294,58051,51721,52988,49536,51391,56074,62285,49026,50235,44443,45058,40623,46952,47635,50989,41826,43446,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,97,28,18,47,50,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,0,0,--,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,
固定资产原值(万元),--,473036,--,431279,--,365168,--,335461,--,296721,--,310979,--,43158,--,43733,--,45563,--,45701,--,45965,--,46027,--,45132,--,44903,--,43755,--,44113,--,44102,0,44319,0,42552,--,42566,--,41981,--,40982,--,39944,--,39752,
累计折旧(万元),--,137072,--,123363,--,111282,--,100408,--,91139,--,99054,--,27160,--,26577,--,27793,--,26782,--,25953,--,24792,--,23672,--,22477,--,21641,--,21012,--,22049,0,21138,0,20028,--,18922,--,18320,--,17240,--,16232,--,15271,
固定资产净值(万元),--,335964,--,307916,--,253886,--,235054,--,205582,--,211925,--,15998,--,17155,--,17770,--,18919,--,20013,--,21234,--,21460,--,22426,--,22114,--,23102,--,22053,0,23181,0,22523,--,23644,--,23662,--,23742,--,23711,--,24481,
固定资产减值准备(万元),--,138,--,138,--,138,--,138,--,153,--,505,--,520,--,590,--,402,--,402,--,404,--,404,--,222,--,222,--,230,--,236,--,407,0,431,0,194,--,198,--,232,--,232,--,232,--,232,
固定资产(万元),347286,335827,305506,307778,266866,253748,237091,234916,215165,205429,208493,211420,212805,15479,16104,16566,17176,17368,17955,18518,19066,19609,20221,20831,20702,21237,21659,22203,21424,21884,22352,22865,21070,21647,22153,22750,21808,22329,22878,23446,23105,23430,22975,23510,23504,23480,23800,24249,
在建工程(万元),785,306,279,72,3213,3067,2649,2066,1965,3152,2612,2131,1788,--,--,--,--,--,--,--,1,1,1,--,--,--,--,--,--,--,--,--,--,0,0,0,74,193,--,17,1187,1410,1121,1247,1758,1623,1495,1487,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,
