报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),342597,162770,114311,117039,158952,168173,241852,136624,102731,110244,83173,71033,36397,30033,30578,40184,30748,36170,20770,19148,19931,19956,23827,33468,39247,45377,50903,10496,11236,14968,13795,14394,
结算备付金(万元),--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
拆出资金(万元),--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
交易性金融资产(万元),148922,163203,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
衍生金融资产(万元),--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收票据(万元),26306,74080,37847,41434,60649,51695,29361,31372,23960,29092,17603,3377,2815,4555,4525,10114,8801,8189,10412,8271,5788,4793,4172,2938,2931,1757,2236,894,675,820,0,192,
应收账款(万元),471340,260124,324432,300039,271599,267022,232592,205293,119119,112338,112173,61868,51397,51730,35968,37803,32682,36070,33469,32480,28816,26490,26654,26498,22217,21991,22664,22522,16359,18390,13984,12830,
预付款项(万元),134361,113697,106880,113632,122511,85041,60222,69706,52716,39223,29253,21188,18944,27617,13255,2661,3570,4887,4772,6300,4725,3776,4616,6052,7507,3997,4280,5044,5885,2690,1855,5682,
应收保费(万元),--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收分保账款(万元),--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收分保合同准备金(万元),--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收利息(万元),263,243,356,657,1920,1385,835,372,141,113,117,195,42,--,5,--,10,10,13,19,--,11,--,--,--,124,--,--,0,0,0,0,
应收股利(万元),500,1108,375,375,375,375,0,250,250,--,--,250,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他应收款(万元),17405,12477,10472,10547,8904,10019,11239,12486,10432,8306,7554,7042,5235,7202,2042,1509,1501,1472,1580,1502,918,727,1516,4675,1004,1357,1801,1855,429,945,554,1710,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
买入返售金融资产(万元),--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
存货(万元),271126,120026,151523,148571,139091,155189,152719,138224,71745,69490,71094,37611,40427,38297,38464,36961,38416,34880,36947,35297,31319,30665,28431,29419,28266,25104,25630,17914,17066,14291,11227,12418,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
一年内到期的非流动资产(万元),--,--,227,300,263,257,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他流动资产(万元),30196,25354,30384,30382,28034,51440,17891,51199,1911,4092,11382,4023,1842,1816,1196,1004,1073,1295,1851,1475,1206,1222,823,798,1031,858,--,--,0,0,0,0,
流动资产合计(万元),1443014,933082,776808,762977,792298,790596,746712,645526,383006,372898,332349,206587,157099,161250,126034,130235,116801,122972,109815,104492,92704,87640,90039,103847,102202,100566,107514,58726,51650,52104,41416,47227,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
可供出售金融资产(万元),778,327,--,--,--,--,--,--,--,--,--,--,415,415,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,200,4000,4000,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期股权投资(万元),17437,17262,17651,17469,15223,14985,14954,14356,14094,14143,14683,14255,14287,14173,14503,13515,13314,9511,9865,8364,7515,7412,7547,7307,7254,7109,5242,5158,5351,5234,4012,3030,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
