报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),61055,85441,65586,83769,78309,101475,108256,116851,105666,103318,91416,104474,74924,75587,50476,87380,55713,68761,82875,39949,36321,31098,34590,48924,32317,41939,47502,62959,61206,57995,58299,59614,47691,56349,48878,55269,50331,48349,47279,47163,41352,34297,32004,34123,33292,40552,34682,37672,
结算备付金(万元),--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
衍生金融资产(万元),--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),195262,225337,234363,255598,101079,105498,82337,95822,49530,45172,76985,111468,31596,31744,45320,61804,26885,26126,34285,40869,16656,14423,20925,27343,12935,10439,14474,22774,9794,11355,6066,15493,8266,4880,8962,15157,5131,4768,5564,11958,6602,3697,5036,9865,4965,4959,4872,9008,
应收账款(万元),287302,234470,205490,135830,269974,256444,230283,132435,194393,217600,156672,103246,203407,156444,115280,84552,142087,138648,118685,72840,114264,113531,94394,70571,103297,95368,84900,48286,87313,77886,60363,43004,67662,64992,60324,41441,64700,62010,50264,38799,52286,53519,51403,40189,52851,51809,44744,39532,
预付款项(万元),14512,9458,9674,8424,16565,19972,26643,20686,15699,11438,16327,10265,9601,13899,13566,8755,10895,13727,13078,8213,15243,14346,13698,13540,16607,17125,16190,19202,15444,16592,14712,20653,12291,13502,15373,12974,6216,10727,11073,8500,9857,7151,6916,5821,10215,8210,7826,6618,
应收保费(万元),--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收利息(万元),--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收股利(万元),--,0,0,--,--,--,--,0,690,690,690,690,--,--,--,--,--,--,--,--,--,462,462,462,462,223,223,223,498,347,347,347,474,477,677,677,367,367,367,367,--,--,--,--,--,--,--,0,
其他应收款(万元),3420,2679,4525,2815,7714,11487,8192,6727,7877,8207,6445,5420,7085,8544,6419,7041,8218,7100,6468,7114,4306,10221,16734,14988,10533,10255,8830,8445,8670,8322,8198,7375,7274,6983,6400,8093,7389,7548,9690,8346,11887,12303,9659,9691,8137,7558,8600,10028,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
买入返售金融资产(万元),--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
存货(万元),135543,108476,111725,133245,171003,149735,182605,176592,167753,135316,140637,122131,123994,121279,93906,91698,84466,86166,88805,76214,77276,78096,78971,74697,71743,78718,71827,79152,74561,80713,84243,69202,62275,62849,61457,62954,52177,49164,53732,61164,61957,56686,55300,55545,58256,56839,44749,46566,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
