报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),30576,44397,31390,32903,39354,31153,31183,32028,25663,26424,25189,31040,30848,38796,32797,34435,40807,44353,37583,42209,40401,43583,48487,54167,55939,57036,55414,56486,57946,66104,72218,71672,73473,77231,79547,6451,6881,6524,2935,1342,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
交易性金融资产(万元),--,--,2900,--,--,--,--,--,--,--,--,3,97,35,--,--,--,--,70,136,101,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,300,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收票据(万元),33847,40200,42007,35623,30192,35683,29570,23182,22687,24505,20536,16828,12705,11608,15120,14346,11026,12835,14041,12667,12479,12135,11374,13252,11617,13019,15185,11555,9686,9102,9100,6155,5468,3123,2893,2399,1600,1662,569,501,
应收账款(万元),72963,69814,65139,57748,47273,45048,48562,44611,37945,31783,30876,30602,30377,22453,22177,22125,20109,17864,18596,18946,18506,17545,17685,18085,16928,15887,16136,17800,18432,14880,12397,12734,12890,10175,9132,9228,7752,4591,4901,3605,
预付款项(万元),2968,4034,1839,3204,3313,3216,1821,3322,3738,2365,755,921,1945,1455,1112,2262,1016,1127,1282,1208,1014,1332,1089,1518,1874,2014,2691,4312,4627,1087,1157,2036,483,571,246,317,222,94,57,66,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
