报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),16230,22745,24351,13448,13552,9119,18308,19967,15101,14007,32170,11356,22414,31323,30070,15015,19393,5642,13765,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),31031,31131,33023,27815,23225,18200,20163,19465,20183,18124,18642,22349,20768,17632,16728,17241,20389,12400,17137,
应收账款(万元),18333,17496,11114,15826,14135,13273,8392,8983,10259,11092,9339,10945,12570,14482,9800,13791,10915,16210,16221,
预付款项(万元),321,512,331,602,325,104,160,542,208,201,333,415,169,290,343,416,367,1797,676,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),4,4,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,42,--,--,--,35,--,--,--,29,--,--,--,--,--,--,
其他应收款(万元),664,618,562,2683,372,325,277,358,291,149,116,103,96,92,72,148,119,241,102,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),24091,21506,19537,17301,13586,12096,10603,12342,12282,11956,11537,12510,12189,12346,12636,15218,12506,8175,10624,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),52635,82314,76461,68581,71037,68903,75048,65000,65000,80000,55000,65000,50000,--,--,--,--,--,2000,
流动资产合计(万元),143310,176326,165382,146255,136274,122020,132951,126657,123359,135530,127136,122676,118234,76166,69648,61829,63689,44465,60524,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),1316,1502,1561,1628,1818,1898,1925,1805,1722,1678,1746,1305,1682,1378,1381,848,791,979,814,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),5351,2780,2793,2806,2819,2832,2846,--,--,--,--,--,--,--,--,--,--,--,--,
