报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),21351,21964,30371,16563,27086,26441,32013,33800,12877,8476,6675,6548,6986,7237,6918,5727,8596,8369,17796,15668,17108,8458,13136,13826,15094,16471,17260,18831,19482,24995,4363,4838,3183,1455,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收票据(万元),596,1241,370,490,837,731,659,361,172,94,465,160,160,53,35,211,50,47,10,58,89,120,85,46,60,--,20,100,--,133,1,0,0,--,
应收账款(万元),43586,46374,41017,37489,37568,35164,28403,29919,28572,26091,24091,21702,20978,21279,20842,19200,17620,16326,16267,15652,14393,16187,14816,16350,14750,14561,14333,12206,13047,12649,10912,9090,5553,5740,
预付款项(万元),3252,4974,6450,10859,4567,12522,2198,3099,997,1466,971,1039,738,1365,995,5571,961,5197,6703,3222,1905,2440,2543,3386,1153,2037,1613,4006,3761,3502,1230,656,1309,812,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收利息(万元),9,--,70,34,27,21,11,12,16,14,13,--,14,25,20,26,86,73,57,68,62,53,84,53,99,107,383,283,201,79,0,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,
其他应收款(万元),--,6079,3964,3444,3291,1935,1755,1695,1292,1977,1988,1720,1667,672,445,359,294,288,210,261,194,525,176,278,154,128,230,85,175,128,161,178,500,451,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
存货(万元),26521,30981,36336,33218,25703,24111,25695,20189,14514,16079,16788,14729,14995,15955,17266,16322,16071,15552,15706,14623,13699,11843,11845,11303,11306,9293,9492,8818,8290,7029,5978,6221,6318,4799,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,62,107,30,35,60,88,--,29,65,84,--,--,0,--,--,--,--,--,--,0,0,0,--,
其他流动资产(万元),7344,4354,5474,2449,4576,1537,1212,766,638,345,1034,389,709,553,663,493,711,146,118,208,786,--,--,0,5,--,--,--,--,--,0,0,0,--,
流动资产合计(万元),107626,115967,124051,104547,103656,102463,91948,89839,59078,54542,52024,46362,46355,47170,47218,47971,44476,45998,56897,49825,48319,39626,42683,45241,42622,42595,43331,44329,44957,48515,22645,20983,16863,13257,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
可供出售金融资产(万元),2512,6215,6159,9404,8089,5832,6332,3066,3066,2000,2000,2000,2000,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,1006,--,0,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,
长期股权投资(万元),1213,1289,1307,334,368,258,236,244,244,191,191,195,195,2200,200,200,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,
固定资产原值(万元),114187,--,109108,--,106070,--,100827,--,97807,--,94754,--,78119,--,80667,--,76657,--,70132,--,69181,--,62625,--,58571,--,52356,--,51908,--,0,44520,26910,--,
累计折旧(万元),41605,--,38700,--,35456,--,33327,--,30128,--,27533,--,25343,--,27781,--,26946,--,23920,--,21043,--,18929,--,16241,--,12917,--,11844,--,0,10711,8152,--,
固定资产净值(万元),72582,--,70408,--,70614,--,67500,--,67679,--,67221,--,52776,--,52886,--,49711,--,46212,--,48138,--,43696,--,42330,--,39439,--,40065,--,0,33808,18757,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
固定资产(万元),72582,71371,70408,69331,70614,66150,67500,66772,67679,67389,67221,66789,52776,53272,52886,50310,49711,45997,46212,46833,48138,44584,43696,42265,42330,38879,39439,40302,40065,35076,33393,33808,18757,19856,
在建工程(万元),--,246,97,1327,48,125,17,256,248,244,121,20,8580,4281,3449,1888,1476,4276,363,162,155,4226,2415,1216,1933,5076,5223,369,364,2714,2244,2762,6012,2908,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,3,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,
无形资产(万元),10612,10433,10530,10593,7452,6443,6455,6646,6563,6617,6550,6600,6583,6619,6647,6711,6752,5497,1892,1857,1879,1674,1659,1675,1691,1642,1636,1617,1625,1623,1635,1658,1672,1705,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,
商誉(万元),41756,41732,39632,39632,39632,39219,39219,39632,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,
长期待摊费用(万元),2638,2327,2113,1245,1179,863,799,784,356,370,400,374,145,134,75,26,47,54,57,45,63,59,55,5,--,--,--,--,--,--,0,0,0,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
递延所得税资产(万元),1403,1244,1105,951,888,1007,917,754,705,575,572,1322,1285,778,769,568,560,478,294,303,292,225,220,212,212,211,196,189,198,188,155,142,93,87,
其他非流动资产(万元),1932,2516,2396,1699,2954,5059,1775,2228,1380,2930,4007,2066,5790,10134,11364,3228,5061,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,
非流动资产合计(万元),134978,137374,133747,134516,131223,124957,123251,120382,80241,80317,81065,79366,77354,77418,75391,62932,63608,56302,48818,49201,50527,50768,48046,45373,46167,45809,46495,42476,43257,39601,37427,38370,26535,24556,
资产总计(万元),242603,253341,257799,239062,234879,227420,215200,210221,139318,134858,133089,125727,123710,124588,122609,110902,108084,102301,105714,99026,98846,90395,90729,90614,88789,88404,89826,86804,88215,88116,60073,59354,43398,37813,
短期借款(万元),10879,11077,7377,7777,4098,4700,5800,8110,11000,10920,10562,10853,11950,12694,13759,11270,10840,9000,14750,10200,10200,4200,3400,1665,1215,2789,2853,1845,815,1885,6569,6750,5955,2800,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应付票据(万元),--,--,25515,24572,33237,29122,24301,23442,21605,18225,16050,16203,15317,17918,16264,14471,15238,15724,15300,15051,15011,13200,12737,13939,13935,14576,14238,14112,15494,15359,10829,9999,5300,4375,
应付账款(万元),--,--,27044,31498,23153,27586,21668,20050,19043,18996,20916,16617,14580,16374,16648,16442,14155,12912,12459,12554,11443,12222,11959,12680,10472,8089,9840,7180,8144,7248,8081,9949,6640,8301,
预收账款(万元),11866,11711,11749,10130,11434,9420,9037,9193,2992,1408,1652,741,1204,1010,1035,953,1478,641,1007,265,594,93,94,94,549,26,23,137,142,138,139,218,531,323,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
