报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),39271,57602,41602,72915,69901,70122,66171,31017,28253,29595,18780,27329,21955,31306,25583,46666,20044,21756,24440,32516,27621,28404,32790,37146,37798,24641,26028,36260,43399,33642,24837,18825,18630,13056,18306,14916,18850,18833,24599,27647,35512,63147,72734,71969,71806,90648,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),242,168,931,130,30,140,194,40,--,--,33,93,--,70,20,14,--,5,50,12,10,199,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,167,--,--,--,--,--,--,
应收账款(万元),54326,41410,36363,31270,28807,24840,26312,24931,13331,11916,17160,17739,13709,10177,12417,13861,10592,6026,10116,9667,6577,3671,5251,5513,5235,1659,4358,3375,2369,2260,2029,3323,2180,2473,2194,2678,2327,2150,2034,931,249,2693,933,728,716,552,
预付款项(万元),20736,20041,26712,17659,16890,15071,16405,14202,11899,10519,12789,11828,8715,7811,9619,9233,8744,7260,8950,7138,6708,6189,7906,5598,5717,3385,4587,4496,3425,2011,6450,4799,2098,1834,2581,6862,2688,1278,10558,9355,9285,5714,24460,24222,23596,3427,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,10,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),5479,3815,5584,6042,2739,2480,4240,3873,2931,2380,4019,3396,3176,2776,3314,3224,3180,2680,5272,2893,3801,3358,5244,4133,3022,2680,2449,2205,1698,1185,3006,2361,3467,3268,4594,5299,4668,3641,2138,1823,1828,1539,734,212,222,222,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
存货(万元),20162,14891,13690,11898,12387,12193,12185,12690,12972,13039,10872,10504,11798,11869,8903,10167,9770,8318,8290,7095,6864,6979,8979,10138,8930,7035,6402,6684,6631,6548,6757,6703,7651,7277,8679,9063,11372,10703,11133,11363,12062,13502,209,231,257,197,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),44836,44850,37903,35603,43411,50853,55600,28293,25954,26289,20564,19427,19658,17245,3676,3746,3191,3555,4470,4100,3100,3100,3950,3000,2127,4302,--,--,--,--,--,0,0,0,--,424,254,--,--,296,--,--,--,--,--,--,
流动资产合计(万元),185054,182776,162786,175517,174166,175698,181109,115046,95340,93738,84219,90317,79010,81253,63531,86911,55521,49601,61595,63431,54681,51900,64120,65528,62829,43702,43825,53021,57522,45646,43079,36012,34025,27907,36354,39242,40159,36605,50461,51583,58936,86594,99069,97363,96598,95046,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),14350,14350,4050,4050,4020,4020,2720,2600,1600,1600,1300,1300,1300,1300,1300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),4492,3486,13420,13120,3120,3120,3941,2691,2691,2691,2732,2732,2732,2732,2403,4703,5212,6352,3748,4079,4079,3779,2941,2941,2941,2941,2800,2813,1313,1313,1300,1300,1300,1300,1300,1300,347,347,167,214,267,286,194,--,--,--,
