报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),26072,20733,36627,25215,33431,12027,22130,15379,11750,23801,40800,94597,28763,33050,42981,29757,72042,20639,14761,26033,17704,21775,23416,17414,2087,5678,2057,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),7642,17639,887,1948,5872,2492,3644,2747,4927,4617,1925,2147,623,140,275,359,730,814,779,1475,1653,957,562,241,962,5942,3130,
应收账款(万元),106179,83210,111159,102738,89114,94935,105371,85388,76633,89496,85235,88300,75882,73515,80299,74362,54537,39534,58575,43663,50890,46581,46508,49952,29472,29441,19103,
预付款项(万元),56659,40911,53544,28574,30806,31536,26559,32857,27610,14845,20224,19112,18461,16410,21792,19482,22301,17416,24263,22478,25160,19704,41080,29292,27580,13427,15243,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,7,--,--,--,--,--,--,--,20,--,--,--,--,--,--,--,--,--,--,--,--,--,3,--,--,
应收股利(万元),--,--,269,404,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),3149,1150,4069,1658,4143,1499,3538,4119,6299,1150,1762,1252,1374,1280,1434,966,1012,1186,1659,964,1970,1071,3457,3569,3623,1576,406,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),77799,74439,68922,82441,82555,80659,73028,75556,64450,64956,66090,70000,79121,73663,70239,66523,72338,77600,70494,68293,63285,67875,65012,63217,60631,41371,40961,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),9377,10776,13155,21339,18314,31226,18671,38113,21298,20534,25373,6309,7348,7892,5888,4766,5549,8213,7080,10467,9950,12819,21,10032,26274,15348,9681,
流动资产合计(万元),286876,248858,288639,264317,264236,254374,252941,254158,212966,219398,241427,281716,211571,205949,222909,196215,228509,165402,177611,173375,170612,170782,180056,173717,150633,112783,90581,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),1755,1755,1755,1755,1755,1755,1755,1755,1755,1755,1755,1755,1755,1755,1755,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),3017,3018,3011,3011,3011,3009,21,43,10,19,12,10,10,8,8,8,8,8,20,9,--,9,--,--,--,--,--,
长期股权投资(万元),54,54,--,--,--,--,--,--,--,--,--,--,--,--,--,1755,1755,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,799,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
