报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),118619,160528,304379,417356,193534,245802,212727,161705,274121,28720,33508,32663,27090,30436,30656,30270,33426,27437,35936,32217,35861,28294,39509,37681,27965,30084,31254,27051,23848,30481,24719,36385,29281,21282,25792,28197,27158,16021,32352,29140,21190,22966,26971,22455,19489,20413,25287,11533,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),85,81,80,85,--,--,--,--,--,8275,8237,11111,9499,9358,769,754,1299,1093,1063,1061,1088,1139,1083,970,925,427,628,510,388,700,704,536,530,509,572,564,511,233,362,297,370,381,474,613,426,172,417,1362,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,100,100,--,40,40,70,70,50,50,85,85,--,--,--,--,--,--,--,--,--,--,--,--,0,--,2000,1000,1900,--,--,--,--,--,--,--,--,--,0,
应收账款(万元),124702,114276,104067,111075,24137,18495,19095,18938,11321,9685,10268,10036,13849,11859,11288,10875,9577,7214,5728,10914,15694,14468,12961,16878,17928,12851,14004,14735,11889,9253,7651,10151,9522,7091,7059,7482,9427,6539,7896,7891,10086,8739,6422,8423,6645,5385,7425,7202,
预付款项(万元),17944,15273,15385,12277,12633,8616,9950,8079,13093,2858,4886,1718,2970,3144,4146,2917,4404,4233,4578,3187,3321,2949,2656,3002,3321,3675,3160,3598,4638,3331,3274,2330,2767,3618,3238,1904,2900,3448,1874,948,4386,692,2892,2129,5873,3936,1427,2224,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
