报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),65965,86922,90194,75527,86799,66177,63803,79886,80848,114924,45849,57027,62209,62874,51765,30726,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),5625,5422,3080,2032,2611,2844,4268,2137,959,2653,863,768,99,510,1330,1000,
应收账款(万元),260910,276237,247213,244691,215474,243434,226331,206486,193027,193991,192509,163464,170340,126948,81224,59566,
预付款项(万元),8738,5599,5004,4844,5908,5449,5596,5156,6023,4656,3437,3353,2375,2354,1818,1231,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,297,293,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),10187,10508,10622,9593,8593,9150,10067,9553,8478,7248,6667,5250,5338,5704,2227,1194,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),29254,18511,18883,17226,28018,14702,14339,13871,13890,13363,11774,10513,9778,8391,7046,5819,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),185,--,8,4959,4500,4500,4500,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),380863,403198,375005,358872,352201,346549,328903,317089,303226,336834,261100,240375,250139,206781,145409,99536,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),14402,13218,13893,12871,7335,4872,--,-5,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,11423,--,11261,--,11190,--,10938,--,10601,10559,10233,10226,--,--,--,
累计折旧(万元),--,6504,--,6195,--,6146,--,5632,--,5042,4438,4152,3867,--,--,--,
固定资产净值(万元),--,4919,--,5066,--,5044,--,5306,--,5559,6121,6080,6359,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),5804,4919,4981,5066,4921,5044,5118,5306,5270,5559,6121,6080,6359,7310,8176,8936,
在建工程(万元),9853,6660,1762,208,176,168,168,98,98,--,--,276,44,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1848,1862,1741,1750,1759,1773,1789,1805,1820,1835,1866,1881,1895,1956,2005,9,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),1089,1089,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
长期待摊费用(万元),1577,1405,419,380,459,477,520,547,571,607,668,710,707,696,819,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),537,537,133,133,133,133,4,4,4,4,5,5,5,6,7,--,
其他非流动资产(万元),2785,1208,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
非流动资产合计(万元),37894,30897,22976,20455,14829,12514,7647,7802,7810,8052,8707,9000,9058,10015,11054,8993,
资产总计(万元),418757,434095,397982,379327,367030,359063,336550,324891,311036,344886,269807,249375,259197,216795,156463,108528,
短期借款(万元),153948,140656,140516,135220,138220,99362,104758,108000,77000,80000,71000,65000,61000,46000,29800,3500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),14561,11349,8420,5156,4698,4215,1143,1173,683,410,--,--,--,--,--,--,
应付账款(万元),26242,63764,35995,40016,30078,67970,46087,39167,53571,88832,89624,76973,97868,86096,55155,34827,
预收账款(万元),11536,9225,15760,8188,8665,8764,10360,8124,7821,7415,2830,3214,1826,4063,2485,5939,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1107,1673,1055,1043,925,1300,859,787,753,1142,691,687,889,728,624,284,
应交税费(万元),21691,21603,16838,15479,15054,13681,11331,9808,14370,13524,11410,11790,10761,8151,6978,4956,
应付利息(万元),--,--,--,--,146,146,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,1103,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
