报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),58816,91793,73229,73800,92578,94020,99690,62767,62728,44040,67471,53535,79251,94914,107860,122620,72249,35644,39973,41146,23274,28765,57529,39259,50291,44323,50081,23496,38560,30675,49647,33209,43266,36318,28149,38324,36261,32122,11364,13190,16655,20595,17891,19258,11323,13007,11081,16144,13186,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,3876,3889,12046,13661,17548,8276,6032,387,2879,4724,3342,2871,2879,2945,2876,2555,3096,3060,3068,3326,3452,3443,3444,3520,4119,3805,3904,4587,4051,572,--,0,--,--,--,--,--,0,218,0,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
应收票据(万元),--,--,--,65,85,265,--,120,--,--,--,120,120,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
应收账款(万元),7276,13329,14401,9783,2678,883,1206,816,1006,792,438,630,262,847,678,503,374,388,382,357,194,209,328,370,238,415,294,299,628,366,217,191,319,1588,1298,1242,1270,1387,1323,1444,1389,1345,1326,1469,2567,3439,3454,3038,3279,
预付款项(万元),11522,9994,2822,2188,2051,1742,3101,3481,732,22669,6937,6244,2125,3686,1530,1676,687,647,506,91108,72980,505,440,411,407,616,455,616,454,1012,714,1163,1713,1114,1537,1190,1585,1444,1690,907,1382,679,667,1085,1190,1347,1692,1196,1953,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,121,3,--,--,--,17,30,174,151,91,--,--,--,--,47,12,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,32,--,--,--,--,--,--,--,--,49,--,--,--,28,--,--,38,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
其他应收款(万元),--,21948,19731,23568,19440,21099,20122,20264,18907,16255,15288,17945,14246,13069,13178,10749,13789,15516,13840,22445,12396,13698,11569,16800,10920,34194,35906,30855,30518,29400,5488,5080,4473,3390,3608,3622,2819,2875,4949,5458,5837,6601,6274,5735,5119,3949,3715,5402,3247,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
存货(万元),246121,334979,322729,315310,306410,297266,315379,339445,329269,374849,336823,311601,298883,286044,275995,270150,246280,223924,210352,103933,94502,86883,83526,81851,80523,5549,3944,3368,2657,2742,2642,2660,2581,1337,1876,1820,1673,1617,1653,1749,1964,2025,2054,1895,1371,912,853,1192,1338,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,86,124,85,144,890,892,5,8,39,45,80,108,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
其他流动资产(万元),24254,17885,12248,9443,7142,7921,14075,13751,11456,21805,27110,31915,27766,41361,10169,6559,3128,2806,16178,10600,42600,76100,44300,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
流动资产合计(万元),398664,489927,445161,434157,430384,423280,453698,444604,428131,493345,468618,439544,430936,446147,409845,415215,341340,282268,284118,272498,249064,209187,200387,141786,145440,88165,94036,62133,76271,67677,62226,46421,56157,47650,41055,50250,44179,39445,20978,22747,27227,31246,28213,29442,21570,22871,20794,26972,23003,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
可供出售金融资产(万元),445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,147,169,150,86,84,166,222,306,0,0,59,66,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2000,2000,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
长期股权投资(万元),7107,--,--,--,21,--,--,--,--,--,--,--,--,--,--,--,--,--,445,445,7168,7096,7337,7396,7597,8223,9018,9373,9567,9769,9895,9992,10067,10196,10265,10337,10473,10251,10290,10212,10376,10453,10558,10237,8674,9072,9133,9167,8983,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
投资性房地产(万元),223228,150475,129513,132512,42599,23035,19399,19424,19766,13300,13410,13556,13698,14482,14633,14796,14933,13387,13189,13341,13493,13748,13923,13688,13837,13991,14145,14299,14453,14614,14774,14935,15095,14917,15383,15532,15680,13887,13867,14004,14140,16889,16950,17107,17263,43608,44061,38347,17819,
固定资产原值(万元),109642,--,77605,--,77538,--,61418,--,61379,--,61518,--,58158,--,55267,--,55643,--,63963,--,63871,--,63621,--,64195,--,64343,--,64552,--,64227,--,65480,--,64955,--,64782,--,64435,--,64434,--,61838,--,61797,--,29967,--,61437,
累计折旧(万元),27549,--,26524,--,25556,--,26895,--,26195,--,25643,--,25258,--,24470,--,24331,--,28810,--,27883,--,26811,--,25867,--,25005,--,23904,--,22757,--,22076,--,20818,--,19652,--,18577,--,17471,--,16386,--,15256,--,8836,--,13052,
固定资产净值(万元),82093,--,51082,--,51982,--,34523,--,35185,--,35875,--,32900,--,30797,--,31311,--,35153,--,35987,--,36811,--,38328,--,39338,--,40648,--,41470,--,43404,--,44137,--,45130,--,45858,--,46963,--,45451,--,46542,--,21131,--,48384,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,12,--,79,--,79,--,81,--,81,
固定资产(万元),82093,51126,51082,51578,51982,68566,34523,34931,35185,35413,35875,32521,32900,30424,30797,31008,31311,34488,35153,35539,35987,36449,36811,37808,38328,38804,39338,40082,40648,40936,41470,42930,43404,43927,44137,44607,45130,47643,45858,46468,46951,44874,45372,45923,46463,20803,21050,21010,48304,
在建工程(万元),--,25075,29537,15344,35523,33539,47868,39799,30836,43185,41583,41210,25741,2757,2279,1050,371,404,4265,1590,1413,1233,669,180,79,1213,638,846,354,2155,817,308,209,560,454,89,368,458,88,324,30,1268,624,457,340,1295,1425,1531,546,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
无形资产(万元),43887,43909,51393,51613,54236,44363,44614,44862,39079,119,130,126,142,95,107,119,132,147,163,159,174,168,187,206,220,--,--,--,--,1,1,1,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,1,1,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
商誉(万元),489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,1647,1647,1647,1647,2733,2733,2733,2733,3498,3498,3498,3498,3948,3948,3948,3948,1881,1881,1881,1881,1881,1881,1881,1881,1906,1906,1906,1906,1882,1882,6703,489,
长期待摊费用(万元),36234,31935,26952,26054,26783,19356,21050,21620,22279,17195,17755,19572,20360,21559,19092,19398,20029,22968,18333,18950,19483,19570,19862,20811,21527,21574,21608,22060,22674,20153,19816,20504,20465,19357,19130,19505,19520,19035,19501,19145,19704,14908,15320,13616,14101,12993,12866,7612,7874,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
递延所得税资产(万元),6989,7691,7501,7178,7297,5584,4869,4487,3987,5252,5904,5117,3994,3886,3213,2828,2920,2303,2098,1585,1938,1584,1584,1571,1648,2114,2055,2119,2132,2883,2563,2252,2105,1082,1088,751,751,609,611,607,607,549,549,428,420,361,350,343,340,
其他非流动资产(万元),2702,108,108,108,31066,35086,18386,10098,3102,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,82,85,88,90,93,--,0,
非流动资产合计(万元),442849,311253,297019,285320,250442,230463,191643,176154,155167,115397,115591,113036,97768,74137,71055,70134,70631,75789,75292,73255,81302,82581,83106,84394,85968,89416,90300,94276,95325,94460,93286,94869,95293,91920,92337,92702,93802,93911,92264,92790,93775,90929,91527,89982,89561,90103,90860,84773,84420,
资产总计(万元),841513,801180,742180,719477,680826,653743,645341,620758,583297,608742,584210,552580,528705,520284,480900,485349,411971,358056,359410,345753,330366,291768,283493,226180,231408,177581,184336,156409,171597,162137,155513,141291,151450,139570,133393,142951,137981,133356,113242,115537,121002,122175,119740,119424,111131,112974,111654,111745,107423,
短期借款(万元),52000,52000,57900,48621,48067,50044,50278,68868,57150,43940,29200,20100,16600,23300,15900,15900,27800,24500,24500,19600,19100,7700,7700,7700,10100,14330,14330,--,5500,9900,12900,25900,34000,42400,41400,49400,45400,50400,34400,36400,37500,45400,45400,43300,33500,42400,42500,38500,39837,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,--,0,
