报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),222764,164274,157855,131657,148505,144151,171810,121858,109671,113422,138307,162838,220827,201896,161857,96833,108822,107503,90811,95141,67731,66921,63128,75245,73757,69322,59036,53477,82540,78881,76316,78062,67866,74325,66244,50417,37895,34180,28036,30519,37908,39372,40271,37588,24741,37507,25517,17055,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,3000,--,--,--,--,--,12,39,28,66,66,30,48,31,3,42,42,--,10,--,118,124,109,121,138,144,142,109,133,163,491,794,436,568,109,179,212,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,25,25,27,--,0,0,
应收账款(万元),12381,10196,9313,7074,9921,8344,6533,3969,23091,17146,14622,5337,42458,70637,29183,13498,32124,35247,43650,18616,16493,13618,13763,14781,23594,25681,16270,10260,7271,10078,18477,24947,16051,8525,7546,8057,8446,10591,14689,10798,11832,11292,13404,17138,15670,20193,26390,19705,
预付款项(万元),78193,91845,86737,87763,105285,116806,132238,97917,102450,115398,89407,91748,103966,90500,94657,68180,90789,94487,91839,62724,94503,88448,71821,64557,107765,94894,95372,98613,107692,75658,87474,37374,63997,68836,66029,41187,80876,86255,88053,68098,78597,75610,72262,71740,70117,56832,73628,52065,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,48,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,52,30,--,--,--,48,--,--,469,469,195,195,195,195,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
其他应收款(万元),9938,35033,23000,24890,10323,13432,11901,11879,28098,49089,39953,41692,47490,52162,43529,35743,30345,24179,31424,27468,23704,16744,26606,18875,14359,14279,16803,13885,16969,17911,25116,20950,31623,22833,30649,26515,36112,35449,42469,40710,51239,47601,57189,46660,52969,31596,42735,40688,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
存货(万元),240729,170641,172521,184594,197964,187426,188387,173864,147767,155381,160182,145476,134759,131234,108996,126505,173522,163481,150975,139696,157326,163141,144814,124945,143975,140667,144016,140922,148352,144074,144101,133466,142111,145380,137713,141723,133432,140459,127508,140571,129652,135356,137303,134362,106438,94313,95523,131430,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
其他流动资产(万元),7299,5147,3064,4596,9310,7884,5475,2804,2064,1768,3605,1865,2654,3043,2161,2339,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,2683,2346,2143,0,
流动资产合计(万元),571304,477135,452491,440574,481308,478042,516345,412291,413141,452205,446075,451957,552154,549473,440435,343128,435603,424909,408786,343722,359823,348938,320631,298921,363676,345041,331735,317393,362824,326613,351483,294917,321772,320009,308301,268038,296905,307076,300865,290830,309390,309722,321247,307949,273213,242897,266116,261155,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
可供出售金融资产(万元),19,19,19,19,20,20,19,16,16,18,17,23,12,15,73,73,570,8,--,10,9,8,10,11,8,11,12,9,11,13,16,14,15,15,16,11,32,38,25,19,20,28,55,82,--,--,0,39,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,--,--,--,--,--,--,--,--,--,--,--,18,18,18,18,18,18,--,0,--,--,--,--,--,0,39,39,39,0,
长期应收款(万元),12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,18028,15098,12405,12359,37747,34714,33439,33172,36424,33317,28331,24083,20760,17114,5383,5142,--,0,--,0,--,0,--,--,--,--,--,0,69,70,0,0,
长期股权投资(万元),15637,17542,19482,20300,19771,20520,21085,21487,20159,20218,20347,20218,21218,21282,21338,21316,2982,3031,3049,3085,2181,2164,2181,2193,6000,5984,5935,5967,10316,10372,10591,10597,10458,10408,10470,10538,9009,9034,6078,6108,6756,6590,6084,6095,9614,8799,13514,7780,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
投资性房地产(万元),179822,179822,179752,179748,180356,180320,180890,181050,180943,181008,181422,181532,183506,182821,174421,174421,162106,162106,150343,150343,147457,147457,142313,142313,10243,11286,11351,11448,10291,10379,10342,10582,5823,5865,5908,5951,6033,6090,6133,6175,6151,6194,6468,6503,32807,38066,38425,8631,
固定资产原值(万元),--,53861,--,54243,--,45918,--,46489,--,48792,--,48876,--,36354,--,36142,--,20066,--,18843,--,18325,--,17788,--,19343,--,18967,--,18669,--,18479,--,18343,--,17814,--,11907,--,12164,--,12223,--,12425,--,12481,--,12320,
累计折旧(万元),--,9976,--,9548,--,9999,--,9401,--,9002,--,8176,--,7498,--,6865,--,6661,--,6179,--,5879,--,5435,--,5698,--,5276,--,4875,--,4443,--,4162,--,4015,--,3909,--,3816,--,3621,--,3406,--,3248,--,3048,
固定资产净值(万元),--,43885,--,44695,--,35919,--,37088,--,39790,--,40700,--,28856,--,29277,--,13405,--,12664,--,12446,--,12353,--,13645,--,13691,--,13795,--,14036,--,14181,--,13799,--,7999,--,8348,--,8602,--,9020,--,9233,--,9272,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,
固定资产(万元),46225,43885,44199,44695,35567,35919,36170,37088,39430,39790,40247,40700,40113,28856,29085,29277,13277,13405,12562,12664,12602,12446,12307,12353,13736,13645,13726,13691,13815,13795,13883,14036,14258,14181,13622,13799,13988,7999,8208,8348,8476,8602,8888,9020,9055,9233,9158,9272,
在建工程(万元),11039,13768,13592,13138,22391,21724,20653,20178,23382,19706,18616,17196,14142,20828,20322,19798,26843,25461,24561,23431,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
无形资产(万元),206,171,175,180,194,166,170,175,176,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
