报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),11831,14724,14268,12613,6958,2885,5501,7789,17311,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,0,0,0,100,115,
应收账款(万元),10796,9323,7274,4701,5255,5581,2138,1266,1808,
预付款项(万元),1665,4187,5444,1808,4356,6534,4405,5136,1658,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,0,0,0,0,0,
应收股利(万元),--,--,--,--,0,0,0,0,0,
其他应收款(万元),890,817,876,662,469,505,444,366,859,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),10230,11610,5300,7183,8215,5277,13269,15118,6678,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,0,0,0,0,0,
其他流动资产(万元),1548,1270,1392,1134,620,0,0,0,0,
流动资产合计(万元),36959,41932,34555,28101,25872,20783,25757,29775,28429,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,0,9050,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,0,0,0,0,0,
长期股权投资(万元),1654,1251,569,97,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,24058,--,23320,22355,19522,--,--,--,
累计折旧(万元),--,6480,--,5706,5004,4291,--,--,--,
固定资产净值(万元),--,17577,--,17614,17351,15231,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),17468,17577,17456,17614,17351,15231,12914,8674,7354,
在建工程(万元),3754,848,812,885,884,3089,3656,2389,948,
工程物资(万元),--,--,--,--,0,0,0,0,0,
固定资产清理(万元),19,--,--,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),4033,4043,4072,4102,4163,4141,4243,4303,3500,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,0,0,0,0,0,
长期待摊费用(万元),3,3,3,--,6,19,24,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),383,344,318,316,325,324,298,249,84,
其他非流动资产(万元),--,--,--,0,0,6,691,1387,352,
非流动资产合计(万元),27314,24066,23230,23014,22729,31861,21826,17001,12239,
资产总计(万元),64273,65997,57785,51115,48601,52644,47583,46776,40668,
短期借款(万元),14624,12447,9250,8790,7815,5363,1500,0,3220,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
