报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),44780,42435,48130,68075,55409,55678,75058,55969,65687,73940,94263,93742,25669,40518,32314,26297,26886,30374,31925,27598,30763,31149,27230,30097,32769,34020,32786,33507,43207,46245,41255,48400,6808,7336,2408,1806,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
交易性金融资产(万元),29313,7408,--,--,--,--,--,0,415,415,--,0,175,175,21,21,21,21,0,--,0,95,--,0,--,0,--,--,--,--,--,--,0,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收票据(万元),10330,7592,2910,5125,7069,6494,1554,2034,1529,1306,1015,339,832,1210,1621,791,497,374,278,167,402,208,473,179,35,199,210,129,239,591,246,78,0,--,55,--,
应收账款(万元),114413,107629,92349,84184,89823,85731,51283,78132,66168,51692,46346,44664,40260,32449,36448,32353,25508,29331,23453,21536,17340,17232,15351,15713,12449,12113,11584,12409,10670,11533,11140,11904,10397,8404,6564,4520,
预付款项(万元),3340,948,6874,7689,8129,9313,1913,1701,449,576,1789,556,725,265,234,208,461,353,202,320,789,195,1629,1948,1538,874,3153,5134,2555,2555,2398,485,791,263,810,256,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收利息(万元),--,--,--,--,--,--,31,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--,
其他应收款(万元),--,4281,3324,2846,4185,7874,2298,1554,1731,988,1536,1285,1095,1131,1429,1440,3055,2459,1106,1213,1427,935,1206,1253,874,692,692,664,660,339,937,1146,437,395,141,138,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--,
存货(万元),39765,42251,44867,47067,50474,42544,43457,43249,39852,29457,27743,24283,24100,17201,17821,20955,17279,13190,9774,9423,7465,7121,9241,10183,8028,7344,9780,8907,7919,7404,9780,9780,9324,7394,3958,3255,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
一年内到期的非流动资产(万元),61,185,1352,2016,1982,1779,1135,1153,1155,1120,1166,1124,1421,1077,990,1055,956,956,910,909,909,909,29,29,29,29,--,--,--,--,--,--,0,--,--,--,
其他流动资产(万元),6311,4634,4621,8202,7970,5535,8686,13728,6709,5730,4096,1458,1168,764,739,1669,1378,1537,1992,1426,591,772,237,633,467,553,--,--,--,--,--,--,0,--,--,--,
流动资产合计(万元),257820,222044,204427,225203,225041,214948,185414,197532,183694,165225,177954,167450,95446,95857,91616,84789,76041,78597,69640,62592,59687,58616,55396,60036,56190,55824,58205,60751,65250,68667,65755,71793,27757,23792,13936,9975,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
可供出售金融资产(万元),--,22315,27219,26956,24673,24920,27688,30874,30619,30657,14418,21341,19913,16366,13968,3428,1100,1100,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
