报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),32693,28172,33262,10557,16755,18323,10432,9866,11735,9392,3993,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),6177,4894,2588,4495,2156,1717,2561,923,2994,2734,993,
应收账款(万元),22125,21721,19325,20296,16920,14894,12159,14498,15027,13609,7569,
预付款项(万元),3090,3036,3826,1933,2811,2040,2117,3590,1335,2540,1605,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),189,161,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1329,1057,1470,1699,1803,1674,1300,1063,847,1193,642,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),23156,20189,20815,17549,18593,19948,23031,20440,16480,14727,15195,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),--,4000,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),88760,83230,81286,56529,59038,58595,51600,50378,48418,44193,29998,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),960,960,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,1494,1457,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,20819,--,20423,18673,18586,17343,14332,14054,--,--,
累计折旧(万元),--,5975,--,5341,4702,4053,2806,2053,1814,--,--,
固定资产净值(万元),--,14844,--,15082,13971,14533,14538,12279,12240,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),14592,14844,14864,15082,13971,14533,14538,12279,12240,4639,3618,
在建工程(万元),275,199,184,119,710,695,302,853,579,2791,1494,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),5087,5121,5152,5183,5249,5309,5389,5483,5506,4485,1037,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),54,52,55,7,43,79,150,26,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),526,524,476,495,473,468,432,407,412,364,84,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),21495,21699,20732,20886,20446,21083,20810,20542,20194,12278,6233,
资产总计(万元),110255,104929,102019,77415,79484,79678,72410,70920,68613,56472,36231,
短期借款(万元),--,--,--,--,6366,8000,--,4500,4500,7100,3233,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),55,786,482,247,611,525,299,994,758,--,--,
应付账款(万元),11348,9838,8612,11641,8335,8771,7133,7861,9350,6084,9495,
预收账款(万元),13076,10529,9602,7870,8752,9625,16541,15153,12005,8191,8160,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),470,450,368,401,375,332,299,289,284,182,202,
应交税费(万元),837,678,859,1238,1234,744,1088,1228,1704,2309,218,
应付利息(万元),--,--,--,--,1,2,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),148,245,82,116,69,75,23,115,1077,33,19,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),25933,22526,20005,21512,25742,28074,25382,30140,29678,23899,21327,
长期借款(万元),3000,3000,3000,3000,3000,3000,3000,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,1274,--,1315,1355,1396,1478,--,1559,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),1254,--,1294,--,--,--,--,1539,--,1443,112,
非流动负债合计(万元),4254,4274,4294,4315,4355,4396,4478,1539,1559,1443,112,
负债合计(万元),30187,26800,24300,25827,30098,32471,29859,31679,31237,25341,21439,
实收资本(或股本)(万元),16000,16000,16000,12000,12000,12000,12000,12000,12000,12000,8756,
资本公积(万元),36328,36328,36661,14734,14734,14734,14734,14734,14734,14734,1438,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),939,882,836,795,702,608,437,313,312,174,--,
盈余公积(万元),2711,2711,2711,2711,2178,2178,1663,1097,1097,515,483,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),24089,22207,21511,21348,19773,17688,13717,11097,9232,3708,4114,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),80068,78128,77719,51588,49387,47208,42551,39241,37376,31130,14792,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),80068,78128,77719,51588,49387,47208,42551,39241,37376,31130,14792,
负债和所有者权益(或股东权益)总计(万元),110255,104929,102019,77415,79484,79678,72410,70920,68613,56472,36231,		
  
