报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),63326,62943,54593,44857,66023,98447,87655,91535,78194,40555,34849,25148,20643,33882,34414,25564,21979,92676,28469,32578,45785,17739,22029,15981,30461,24011,27381,21144,27407,26518,34121,22744,20938,20387,18923,20987,6564,4748,10304,8515,9070,1046,766,486,924,3176,786,1209,3710,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,--,0,0,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,--,0,0,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,303,303,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,--,0,0,0,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,--,--,--,--,--,--,
应收票据(万元),6932,551,1613,2638,4231,7286,9607,1060,3710,649,1060,4234,1097,6147,5141,3937,9506,14657,4192,382,2635,6855,530,2389,1520,973,2502,1123,1191,1222,445,1212,536,1284,405,346,473,709,197,63,198,20,45,47,168,134,240,133,3009,
应收账款(万元),13992,17372,18537,15838,39097,37752,58718,81244,4935,30076,19580,11042,8233,54818,48553,77166,36001,8654,10990,18428,11159,17463,6713,12987,11947,1925,5508,7459,3718,7470,2738,7391,8179,9287,8483,7813,12313,7233,8607,4166,10539,3044,638,1666,1954,525,8,239,307,
预付款项(万元),11723,19097,22144,43644,45934,41473,30308,24163,18064,25608,16631,12120,15552,9327,22039,15306,14407,14583,15045,7933,5809,21103,28145,26101,15083,21297,19794,17535,16592,30145,14953,23747,11081,10182,10846,8859,9036,7389,9294,6002,5431,534,832,2681,2252,1216,3350,4255,1001,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,--,0,0,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,--,0,0,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,--,0,0,0,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,--,0,0,0,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,--,0,0,0,--,0,
其他应收款(万元),--,3955,7232,4529,3281,4432,3337,5727,4010,4061,4097,3812,3682,10581,10859,13387,14278,4795,3091,4009,2733,5092,3748,5392,2758,4103,3408,5041,3212,6781,3399,3816,3861,5313,3414,1909,2670,1822,1666,9315,10504,586,280,322,338,2000,2002,1763,1627,
