报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),16536,17484,20479,16194,42549,23271,21271,35512,26814,33829,30494,45638,25288,26343,17264,31583,37865,42426,64900,69220,63559,45876,18279,18514,30430,26187,22673,18468,16558,21770,30081,19692,30051,38170,63840,26688,45166,43817,40424,32163,35591,57319,37146,38210,26015,36253,30744,38010,49245,53565,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,30,30,3257,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,26,29,--,--,--,0,--,0,
衍生金融资产(万元),190,190,3179,17394,12978,8758,10374,6840,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收票据(万元),9591,6463,9907,10701,8269,12520,10862,15164,6498,5846,23170,26877,34598,27767,22497,20612,45760,37515,35670,35035,36396,29725,25207,17558,17761,15392,18063,7618,9582,6362,9013,5514,5457,7686,5842,5504,3375,4436,5119,4166,2276,1410,2521,3928,4420,6323,4729,4185,5042,4988,
应收账款(万元),115626,113789,117782,125433,126692,128072,128346,119208,130856,123589,144692,139267,134866,127527,124611,113834,103283,104233,96035,88445,87076,95508,25105,26737,25214,25981,34006,37865,37861,41800,43085,45955,42471,50490,94838,77463,65922,74732,75667,86924,93148,86198,74621,76735,82120,81379,91314,80287,64967,69724,
预付款项(万元),13066,14143,87176,129691,180956,107140,80764,27346,47820,13187,8451,9134,10858,8897,18747,15586,14515,20517,13420,16197,4960,7005,7317,5089,1682,1417,6203,5127,3927,5628,4641,2412,2590,2259,9885,14814,5557,9531,15174,10712,7107,9874,16804,23096,16361,12882,18542,22530,16364,12814,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
