报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),30021,40081,42359,56453,31116,35511,17974,38122,27276,39023,21364,23883,41458,58944,17370,35031,24683,28050,24276,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5000,--,
应收账款(万元),14036,19387,23832,21667,24278,16005,38448,30871,42908,16966,19660,13520,12190,9816,9637,2168,1156,743,449,
预付款项(万元),805,710,1351,776,46,693,2276,724,607,503,2873,2649,788,699,940,789,774,419,268,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),359,5007,5038,215,2502,2666,2703,3468,7189,2861,1295,256,231,143,154,117,66,11771,175,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),170912,154279,159757,157881,153951,147191,147314,123919,106061,130043,125405,112054,108866,100971,98494,82351,78903,51871,47115,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),16984,13817,14305,10733,21053,22501,20113,11256,21815,16785,26169,26381,5213,5843,4310,863,3358,3385,1933,
流动资产合计(万元),233117,233281,246642,247724,232945,224567,228827,208360,205856,206182,196766,178744,168746,176416,130904,121319,108940,101238,74216,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),2471,2471,2471,2471,2471,2371,2371,2371,2371,2371,2371,2371,22371,2371,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),805,805,805,805,805,805,805,700,700,700,--,--,--,--,2371,2371,1050,1050,2750,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),1954,1983,2011,2039,2067,2094,2123,2151,2011,2037,2062,2088,2028,2139,2165,2190,2241,--,--,
固定资产原值(万元),--,23978,--,22299,--,22289,--,22091,--,14294,--,13974,--,13819,--,13589,13537,--,--,
累计折旧(万元),--,6738,--,6218,--,5759,--,5358,--,4489,--,4200,--,3886,--,3581,3248,--,--,
固定资产净值(万元),--,17240,--,16081,--,16530,--,16733,--,9805,--,9774,--,9933,--,10008,10289,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),36003,17240,15872,16081,16299,16530,15586,16733,10962,9805,9676,9774,9874,9933,9912,10008,10289,1154,1299,
在建工程(万元),--,--,--,--,--,--,1321,--,--,--,--,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
