报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),142935,163519,138349,126201,131351,151537,135481,140577,144960,161804,127926,145324,129532,143686,86692,83148,97115,98439,104604,95535,119693,97656,101643,71425,55412,42539,75361,43517,70066,82962,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,24000,12500,15500,--,11000,10580,5000,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),4868,3837,4955,4506,4943,4794,4212,3907,3956,3507,4289,3924,3820,3670,2608,2841,1588,2003,1665,2037,2435,2416,2968,2387,3723,2796,2650,2789,717,684,
预付款项(万元),224,931,438,408,491,472,584,604,531,597,1507,1411,214,1332,1601,1414,1366,972,230,230,167,93,518,374,3125,665,793,784,2817,1699,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1061,848,1313,1088,1179,1023,1004,863,789,982,977,840,1095,1027,277,302,290,909,1020,1022,942,988,377,413,381,1122,1874,505,4610,15215,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),9937,8248,8312,7549,8461,8677,8962,9007,9750,10487,10840,10146,11224,12270,8667,8233,10062,10912,10189,9970,11227,12249,12648,12107,11743,12118,11533,9724,6730,5996,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1610,1610,1610,1610,1610,--,--,--,
其他流动资产(万元),39724,22193,44547,36976,40480,21208,30342,33031,40341,22531,16165,9978,22508,19529,8673,6053,9332,8662,9314,6205,7081,8047,9531,9270,9006,10897,9509,9423,5920,4057,
流动资产合计(万元),198749,199576,197913,176729,186905,187711,180585,187988,200328,199909,185705,184122,183894,181514,119519,112571,124754,121898,127022,114999,141545,121450,129295,97586,85000,71747,103329,66740,90860,110614,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),71084,71084,72993,72695,70786,70786,71834,71339,70291,20291,20291,246,246,246,246,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),2661,2661,2660,2660,2660,2860,2860,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2753,2597,2597,2597,2597,2597,2597,2597,2597,4134,4134,3827,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,246,246,246,246,246,246,246,246,246,246,246,246,926,969,1357,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),949,975,1001,1027,1053,1079,1105,1132,1158,1184,1210,1236,1262,1288,1314,1340,1366,1392,1418,1445,1471,1497,1523,1549,1575,1601,1627,1705,1810,1914,
固定资产原值(万元),--,304785,--,305895,--,307157,--,307102,--,307214,--,313665,--,313928,--,209757,--,209811,--,209637,--,209049,--,199796,199094,198691,123414,68201,18321,17202,
累计折旧(万元),--,110917,--,107332,--,103417,--,98284,--,92000,--,88438,--,81267,--,35039,--,29933,--,24888,--,19951,--,14941,12602,10323,8710,6566,5697,4604,
固定资产净值(万元),--,193867,--,198563,--,203740,--,208818,--,215214,--,225227,--,232660,--,174718,--,179878,--,184749,--,189098,--,184855,186492,188368,114704,61634,12624,12598,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),191412,193867,196238,198563,201131,203740,205716,208818,211967,215214,221751,225227,228890,232660,172195,174718,177282,179878,182401,184749,186608,189098,182634,184855,186492,188368,114704,61634,12624,12598,
在建工程(万元),143,158,482,560,92,23,1120,1037,1181,906,1658,403,200,88,685,685,757,757,1171,73,254,254,305,155,415,232,3153,310,10151,1207,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),27864,28201,28526,28854,29174,29517,29523,29826,30124,30450,30317,30621,30887,31241,1524,1522,1568,1616,2369,2354,2410,1787,1728,1739,1793,1694,1750,1910,490,482,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
