报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),15126,16887,21155,43580,6423,9025,7543,5422,4435,3333,7738,5908,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3910,7096,4868,3842,3276,1864,4300,1720,164,638,743,520,
应收账款(万元),33218,29110,24391,28272,26448,25864,24769,20605,22699,23466,16250,12748,
预付款项(万元),3430,201,102,108,68,43,124,242,67,156,288,33,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1573,1377,1433,733,1116,780,802,612,519,487,248,166,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),5830,5488,4745,3105,4149,3596,3699,3999,4728,5873,3378,4241,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),9500,12002,12000,--,0,--,0,--,--,3,--,--,
流动资产合计(万元),72587,72161,68695,79640,41480,41172,41237,32599,32612,33955,28644,23616,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),1260,1260,380,380,380,380,380,488,--,450,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,450,--,450,1050,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),403,409,416,422,428,434,447,472,485,498,509,533,
固定资产原值(万元),--,14789,--,14377,--,14239,14172,--,13125,--,--,--,
累计折旧(万元),--,7166,--,6633,--,6071,5514,--,3935,--,--,--,
固定资产净值(万元),--,7624,--,7744,--,8167,8658,--,9190,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),7390,7624,7843,7744,7936,8167,8658,8948,9190,9272,8472,7402,
在建工程(万元),4369,4758,2659,1360,713,437,207,382,88,293,130,237,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),3481,3533,3785,3856,3927,3997,4136,4418,4491,4354,2318,2330,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),810,744,823,886,820,771,722,507,439,368,265,211,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,700,700,
非流动资产合计(万元),17713,18328,15906,14649,14204,14187,14550,15216,15143,15235,12844,12464,
资产总计(万元),90300,90489,84601,94289,55684,55359,55787,47815,47755,49190,41488,36080,
短期借款(万元),--,--,--,6400,6400,6400,8100,8500,8500,9800,7000,11200,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),1185,1284,510,956,1200,961,748,130,644,798,650,2000,
应付账款(万元),3445,3469,2500,3142,2045,2612,2954,2285,1880,4254,1516,1959,
预收账款(万元),26,27,53,34,8,38,535,73,301,413,317,62,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),540,540,150,628,465,365,587,565,313,507,485,370,
应交税费(万元),1704,1851,1328,2406,1767,1915,1649,933,1055,1870,855,379,
应付利息(万元),--,--,--,10,9,9,14,17,16,20,18,37,
应付股利(万元),--,--,--,--,--,--,--,--,1287,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),624,1101,1116,1471,509,678,865,173,330,187,263,665,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,2800,2200,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),7524,8272,5657,15047,12403,12978,15453,12677,14325,17850,13904,18872,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,2800,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),678,655,673,691,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,709,726,724,791,759,418,333,348,
非流动负债合计(万元),678,655,673,691,709,726,724,791,759,418,333,3148,
负债合计(万元),8203,8928,6330,15738,13112,13705,16177,13468,15084,18268,14237,22020,
实收资本(或股本)(万元),10400,10400,10400,10400,7800,7800,7800,7800,7800,7800,7800,6880,
资本公积(万元),47284,47284,47266,47129,16125,16125,16125,16125,16125,16125,16125,8305,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2636,2922,2636,2636,2307,2307,1931,1264,1097,793,333,--,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),21776,20955,17969,18385,16340,15422,13754,9157,7649,6204,2993,-1125,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),82097,81561,78271,78551,42572,41655,39610,34347,32671,30922,27251,14060,
少数股东权益(万元),0,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),82097,81561,78271,78551,42572,41655,39610,34347,32671,30922,27251,14060,
负债和所有者权益(或股东权益)总计(万元),90300,90489,84601,94289,55684,55359,55787,47815,47755,49190,41488,36080,		
  
