报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),53364,50538,41563,50261,64094,36956,53738,46117,63355,54679,37949,36547,29431,25751,33960,26879,13979,11999,35053,15294,11211,15639,25653,17170,18929,26172,15502,19059,26241,37408,33000,40758,6344,9988,10353,7668,9024,14671,7202,11118,6128,7695,9209,8485,9160,14013,9170,13790,3873,7147,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,0,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,0,--,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,134,4,70,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,--,--,150,150,150,0,--,0,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,0,--,--,--,0,
应收票据(万元),10582,17030,11332,13877,5641,9158,7574,7103,6257,8518,5515,6655,5322,8548,6337,6828,4342,7374,3582,3277,5184,6201,6058,4952,5644,7530,3002,2518,3885,4416,2873,2009,985,1565,973,711,414,779,694,343,174,390,576,351,173,240,227,127,168,222,
应收账款(万元),136244,135599,148304,133638,94423,89254,87185,79411,73718,65625,62968,55784,53697,52499,50944,46463,49321,48443,43164,37370,35880,32903,32348,33153,33902,33143,18376,15659,14996,13262,12813,11364,11608,8506,9348,11309,9359,6452,8209,6872,5624,4568,8107,7793,7271,3466,4288,3590,3644,2945,
预付款项(万元),7268,4692,9382,8461,7694,4029,4153,2695,2502,4318,3095,3123,3425,2929,2533,2362,3169,2665,7267,5020,4561,4770,4457,4279,3916,3136,5016,7541,5290,3930,4983,4381,2719,4149,1268,2024,1872,1127,2109,1946,2047,1033,2631,3133,3634,1556,1980,2658,1292,709,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,0,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,0,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,0,--,0,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,27,35,59,74,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,0,--,0,--,0,
应收股利(万元),--,--,--,--,--,--,306,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,0,--,0,--,0,
其他应收款(万元),--,6775,8925,91984,5165,7076,7889,7348,6395,6831,5486,4828,4820,4010,4841,3849,4101,3412,3128,2985,3197,2421,2981,3334,3179,3023,5379,2703,2398,1848,2433,1303,1224,1147,910,1022,1264,865,1003,1035,842,643,1795,1161,1500,529,754,573,582,348,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,0,--,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,0,--,0,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,0,--,--,--,0,
