报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),89279,62513,28582,30173,43949,35353,17251,18144,18703,48606,34326,58283,26578,19298,31673,38270,20206,29087,13402,30791,11322,48850,29450,54671,20931,35202,18221,23935,13711,21463,11660,10986,22989,16889,11836,22743,13307,20783,11091,31209,30355,35769,23077,21114,21764,45520,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
交易性金融资产(万元),--,--,--,--,--,68,68,2234,5251,4771,988,3567,584,5,449,6068,5742,4990,5174,12,15,15,17,18,18,20,24,28,32,17,21,12,6,4,7,0,--,--,--,--,--,372,229,--,26,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收票据(万元),2700,2007,985,89,2991,4204,664,79,529,3420,1557,1985,2613,3399,1144,1199,991,3270,798,1733,1787,3953,3576,2697,1581,5382,2473,1395,1347,2754,1031,1098,701,1170,815,814,829,1802,1652,802,476,1393,693,579,443,1205,
应收账款(万元),9025,8520,5875,6355,3056,2780,5601,4390,3103,10332,23730,23404,19296,13650,23122,18640,13818,7386,17520,14929,8986,3672,14524,12309,9425,3241,20650,11304,9239,2802,12571,11138,11761,2847,13911,11689,9378,4815,19996,17152,17216,8949,18353,15874,14504,7160,
预付款项(万元),16510,8008,17738,17761,15414,3716,27394,22419,16757,8597,10582,17246,32361,8584,15270,15906,16205,11742,24986,13903,28787,26513,21400,17006,18004,9765,15046,13762,11800,10347,62467,14530,6010,4105,7963,4882,3536,3422,9770,9083,9739,7078,9012,7602,9961,8716,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收利息(万元),--,--,--,--,3299,--,--,--,--,--,4450,3155,--,2515,2509,361,387,446,300,0,--,25,119,--,--,--,33,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收股利(万元),1859,3299,3299,3299,--,3299,1859,1859,1859,3779,147,--,--,1920,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
其他应收款(万元),61809,54607,53635,53526,49299,76636,66398,77846,79052,79614,4394,4568,5042,3719,3750,4264,2296,2413,2360,1964,1254,1025,1634,1548,1237,1671,1553,1489,1699,1117,2158,1819,1500,1073,1848,2120,2202,1596,2822,2488,2795,2151,2562,2719,3023,3261,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
