报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),55421,40377,40640,37266,37411,25860,27447,19867,15640,22612,16542,26355,20112,21385,96689,17264,11765,9776,9461,8186,8983,9293,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
交易性金融资产(万元),315,--,--,--,--,--,--,--,--,--,--,42,73,--,632,--,1466,394,--,181,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
应收票据(万元),8470,3907,6255,4993,6112,7315,8145,2860,1513,1109,2021,2196,961,1328,756,1106,804,1552,2929,203,700,162,
应收账款(万元),39798,31337,28242,28615,28370,33419,28009,25888,20720,22038,22719,23985,18926,27678,20681,22614,14161,16228,10419,13364,8855,6237,
预付款项(万元),2640,1629,2000,883,1372,1151,3978,1215,2246,1086,2244,2292,4934,3905,1147,757,932,727,1174,2548,1369,1482,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
其他应收款(万元),1285,1029,1618,1017,581,1119,1849,2534,1901,1704,2268,2138,1187,1191,2589,2201,1566,1006,1013,745,496,771,
