报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),131317,166698,151111,169748,131039,167363,150339,162377,153446,191597,345465,55221,63024,95286,49649,84777,55320,36271,56740,64843,78627,11548,28925,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),51,117,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),13295,11878,5103,3485,4238,2596,4706,6446,7769,5048,4405,5198,4680,3130,880,2726,4811,4790,3785,2054,1238,--,684,
应收账款(万元),183561,157901,127016,123635,109682,93707,72963,70082,67113,55801,43902,42727,44702,52438,54072,42394,46837,47365,53852,45618,30347,26371,9777,
预付款项(万元),2430,1496,549,1336,1485,1901,1166,1259,1431,1441,684,1598,667,1096,869,1567,2195,2005,1527,1736,837,226,347,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),70,533,347,184,351,133,1699,1347,1005,446,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1862,2073,1622,2238,2468,3334,1707,2122,4278,4148,3669,3021,2567,2811,2249,5752,6258,5216,12847,16162,8846,14809,17655,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),12899,13469,13524,12786,12081,11889,11665,8985,8075,8325,7948,7224,6747,6752,6268,5623,5464,5109,4406,4402,4001,2742,2160,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),20726,21887,23326,20809,21499,21381,21058,48687,54327,91741,22702,42548,41775,27154,23140,20070,19486,18839,13951,14388,11117,12389,85,
流动资产合计(万元),366211,376052,322598,334222,282843,302303,265303,301304,297443,358546,428775,157536,164162,188666,137127,162910,140372,119596,147108,149204,135014,68086,59634,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),4238,4238,4238,4238,4238,4238,4238,4238,4238,4238,4238,4238,4238,4238,4238,4238,4238,4238,4238,4238,3868,3212,2806,
长期股权投资(万元),364,364,364,449,449,466,466,336,336,336,336,356,356,349,475,515,1706,1687,1633,1559,1561,1560,1560,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),1863851,--,1629089,--,1594740,--,1453173,--,1379839,--,1272011,--,1265656,--,1143646,--,1015172,993260,832195,801126,800498,--,--,
累计折旧(万元),449031,--,408091,--,370396,--,333968,--,300612,--,269060,--,238647,--,210047,--,184517,160561,118846,98855,79471,--,--,
固定资产净值(万元),1414820,--,1220998,--,1224344,--,1119206,--,1079228,--,1002952,--,1027009,--,933599,--,830655,832699,713349,702271,721027,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),1414820,1376198,1220998,1207042,1224344,1243357,1119206,1098373,1079228,1094347,1002952,1012547,1027009,1006623,933599,872697,830655,832699,713349,702271,721027,611892,262328,
在建工程(万元),179349,180717,344865,346181,273803,196873,307926,242505,233530,184724,260777,176179,148064,84887,166685,205460,245964,192926,157850,150475,133745,188126,428575,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,87,--,--,--,--,--,151,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),15541,15364,15753,15004,14902,15127,14726,14880,14833,9353,9166,8262,8201,6218,6260,5523,5209,5061,4664,4525,4531,4007,1679,
开发支出(万元),--,--,--,186,185,183,183,177,171,161,142,113,70,62,33,--,--,--,--,--,--,--,--,
商誉(万元),2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,--,--,
长期待摊费用(万元),188,207,230,251,81,87,87,73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1590,2062,2258,204,101,96,96,100,100,100,100,104,104,104,104,108,--,70,--,--,--,--,--,
其他非流动资产(万元),83160,86066,79982,91050,84549,76029,78046,92946,79520,72673,71264,76862,70180,56577,59877,59502,60572,56492,43234,44322,46652,43256,20146,
非流动资产合计(万元),1703202,1669168,1672640,1668556,1606605,1540497,1528925,1457580,1415908,1369885,1352927,1282766,1262175,1163010,1175224,1151995,1151086,1095913,927710,910131,914125,852053,717094,
资产总计(万元),2069413,2045220,1995238,2002779,1889448,1842800,1794229,1758885,1713351,1728431,1781703,1440302,1426337,1351676,1312350,1314906,1291457,1215509,1074817,1059335,1049139,920139,776728,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,75308,50308,50308,--,--,--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
