报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),2485,4012,13052,3497,2021,2356,3966,4999,3081,4112,2662,1179,1928,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),5817,5617,6132,7176,4158,5076,6466,8974,10167,6794,7472,5618,2209,
应收账款(万元),8755,7624,7707,4893,8433,7208,4967,3730,3070,2737,2577,1681,2839,
预付款项(万元),189,505,127,141,187,110,130,202,168,461,455,192,457,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),118,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),324,322,281,487,506,467,377,336,119,110,105,409,287,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),4703,4314,4719,5208,5597,5324,6970,9324,8673,9246,8461,7335,6516,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),16027,16116,6842,88,116,100,207,193,211,221,446,--,1185,
流动资产合计(万元),38418,38510,38859,21491,21018,20641,23083,27759,25490,23681,22179,16416,15422,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),20,20,20,20,20,20,20,20,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,32810,--,33391,33178,33154,33152,--,--,--,--,--,--,
累计折旧(万元),--,12635,--,12163,11572,11122,10096,--,--,--,--,--,--,
固定资产净值(万元),--,20175,--,21228,21605,22032,23056,--,--,--,--,--,--,
固定资产减值准备(万元),--,326,--,73,73,74,74,--,--,--,--,--,--,
固定资产(万元),20358,19849,20609,21155,21532,21958,22982,22768,21918,22142,10940,9431,9546,
在建工程(万元),2606,2345,2019,1814,1780,1832,1686,3052,2339,2826,10648,2136,951,
工程物资(万元),--,--,--,--,--,--,--,--,--,5,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1090,1104,1100,1113,1127,1140,1134,1175,1171,1033,1041,1036,1060,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),10,10,11,11,11,12,12,14,15,16,18,19,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),372,362,323,246,280,282,285,298,248,157,150,92,12,
其他非流动资产(万元),2100,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),26556,23690,24082,24359,24750,25244,26119,27328,25691,26180,22796,12715,11570,
资产总计(万元),64974,62200,62941,45851,45768,45885,49202,55087,51181,49861,44975,29131,26991,
短期借款(万元),768,470,404,2190,2374,2724,8220,12409,12972,13800,12578,7950,6865,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,1830,--,--,--,--,100,
应付账款(万元),1670,1440,1434,540,1420,1197,509,1074,456,898,990,638,1126,
预收账款(万元),224,285,206,421,156,139,227,403,294,167,328,127,222,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1227,715,481,889,362,323,515,793,824,213,455,417,16,
应交税费(万元),441,435,284,391,331,364,263,204,333,337,366,-44,-345,
应付利息(万元),3,2,1,8,7,4,11,53,--,--,--,--,--,
应付股利(万元),--,--,--,--,980,2000,--,--,--,1020,--,--,884,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),354,388,364,302,365,294,369,441,228,279,266,96,940,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,300,300,300,300,300,--,1300,300,--,300,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),4686,3735,3473,5042,6294,7345,10414,17208,16407,17014,14984,9483,9807,
长期借款(万元),--,--,--,--,--,--,--,300,--,3300,3300,--,300,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
